w_ace,w_df,w_1stIn,w_1stWon,w_2ndWon,w_pctbpSaved,l_ace,l_df,l_1stIn,l_1stWon,l_2ndWon,l_pctbpSaved
2.0,3.0,56.0,30.0,25.0,72.72727272727273,2.0,4.0,55.0,28.0,12.0,41.66666666666667
3.0,3.0,19.0,17.0,16.0,,0.0,0.0,30.0,20.0,9.0,42.857142857142854
0.0,0.0,40.0,23.0,2.0,57.14285714285714,0.0,0.0,39.0,12.0,3.0,11.11111111111111
0.0,5.0,45.0,31.0,12.0,50.0,7.0,4.0,29.0,20.0,13.0,33.33333333333333
3.0,9.0,61.0,48.0,15.0,57.14285714285714,2.0,4.0,51.0,30.0,30.0,58.333333333333336
4.0,8.0,34.0,24.0,11.0,60.0,0.0,7.0,36.0,19.0,12.0,37.5
1.0,7.0,32.0,24.0,9.0,33.33333333333333,2.0,12.0,34.0,23.0,14.0,45.45454545454545
1.0,3.0,41.0,26.0,16.0,33.33333333333333,0.0,5.0,49.0,30.0,6.0,33.33333333333333
0.0,9.0,75.0,46.0,6.0,70.0,0.0,4.0,66.0,34.0,12.0,57.89473684210527
3.0,3.0,44.0,28.0,9.0,71.42857142857143,1.0,6.0,35.0,19.0,10.0,37.5
0.0,3.0,56.0,31.0,8.0,44.44444444444444,2.0,4.0,48.0,26.0,11.0,46.15384615384615
0.0,3.0,39.0,22.0,13.0,75.0,2.0,3.0,33.0,16.0,5.0,45.45454545454545
1.0,2.0,32.0,22.0,6.0,50.0,0.0,4.0,31.0,18.0,6.0,40.0
1.0,1.0,48.0,27.0,14.0,55.55555555555556,2.0,8.0,27.0,17.0,16.0,50.0
0.0,0.0,42.0,24.0,7.0,71.42857142857143,1.0,2.0,41.0,20.0,8.0,45.45454545454545
11.0,4.0,62.0,40.0,24.0,66.66666666666666,3.0,6.0,58.0,40.0,9.0,25.0
4.0,7.0,54.0,35.0,17.0,81.81818181818183,0.0,5.0,37.0,21.0,10.0,20.0
7.0,0.0,29.0,27.0,11.0,100.0,1.0,2.0,40.0,26.0,9.0,62.5
4.0,1.0,36.0,28.0,9.0,66.66666666666666,2.0,4.0,25.0,15.0,6.0,0.0
1.0,4.0,19.0,15.0,6.0,50.0,3.0,3.0,17.0,11.0,10.0,75.0
3.0,6.0,50.0,31.0,16.0,64.28571428571429,1.0,1.0,63.0,31.0,13.0,27.27272727272727
1.0,7.0,33.0,18.0,9.0,33.33333333333333,3.0,2.0,31.0,14.0,8.0,46.666666666666664
11.0,4.0,73.0,49.0,22.0,75.0,3.0,2.0,59.0,32.0,12.0,45.45454545454545
0.0,4.0,43.0,28.0,24.0,50.0,5.0,2.0,68.0,40.0,26.0,71.42857142857143
9.0,11.0,52.0,38.0,17.0,50.0,2.0,4.0,50.0,29.0,15.0,37.5
2.0,3.0,54.0,32.0,17.0,58.333333333333336,2.0,4.0,63.0,36.0,8.0,56.25
0.0,1.0,39.0,20.0,14.0,60.0,1.0,9.0,33.0,17.0,3.0,45.45454545454545
11.0,3.0,24.0,18.0,11.0,0.0,1.0,5.0,34.0,18.0,6.0,50.0
3.0,2.0,23.0,19.0,19.0,100.0,1.0,1.0,44.0,25.0,15.0,66.66666666666666
1.0,4.0,48.0,31.0,12.0,60.0,0.0,3.0,29.0,13.0,15.0,37.5
4.0,7.0,41.0,28.0,23.0,62.5,15.0,8.0,55.0,40.0,20.0,69.23076923076923
2.0,1.0,26.0,17.0,12.0,50.0,1.0,0.0,34.0,13.0,5.0,25.0
1.0,1.0,22.0,15.0,17.0,40.0,3.0,9.0,39.0,25.0,7.0,50.0
3.0,1.0,53.0,37.0,21.0,66.66666666666666,2.0,6.0,41.0,26.0,17.0,53.84615384615385
0.0,4.0,68.0,43.0,15.0,58.333333333333336,2.0,5.0,56.0,34.0,16.0,14.285714285714285
0.0,9.0,56.0,37.0,13.0,33.33333333333333,6.0,3.0,61.0,37.0,16.0,44.44444444444444
1.0,14.0,59.0,44.0,19.0,75.0,0.0,7.0,55.0,37.0,28.0,60.0
3.0,2.0,43.0,29.0,8.0,66.66666666666666,0.0,7.0,42.0,23.0,3.0,33.33333333333333
1.0,8.0,60.0,41.0,13.0,50.0,7.0,2.0,42.0,26.0,26.0,57.14285714285714
3.0,2.0,50.0,31.0,12.0,62.5,2.0,3.0,42.0,23.0,13.0,25.0
3.0,7.0,72.0,43.0,17.0,57.14285714285714,0.0,7.0,62.0,37.0,15.0,22.22222222222222
3.0,4.0,42.0,21.0,16.0,16.666666666666664,2.0,10.0,43.0,25.0,9.0,56.25
0.0,1.0,34.0,18.0,17.0,50.0,3.0,0.0,30.0,19.0,10.0,37.5
0.0,4.0,36.0,21.0,13.0,60.0,0.0,2.0,35.0,21.0,11.0,53.84615384615385
3.0,1.0,32.0,25.0,13.0,83.33333333333334,6.0,5.0,33.0,21.0,13.0,33.33333333333333
5.0,1.0,42.0,36.0,18.0,100.0,4.0,7.0,40.0,29.0,16.0,80.0
3.0,0.0,40.0,22.0,17.0,71.42857142857143,1.0,9.0,40.0,22.0,7.0,57.14285714285714
1.0,4.0,60.0,41.0,19.0,66.66666666666666,8.0,5.0,48.0,36.0,13.0,42.857142857142854
3.0,3.0,27.0,20.0,13.0,0.0,0.0,0.0,49.0,26.0,7.0,55.55555555555556
2.0,4.0,28.0,19.0,11.0,50.0,7.0,1.0,54.0,34.0,10.0,62.5
2.0,4.0,46.0,29.0,20.0,80.0,5.0,3.0,32.0,20.0,11.0,37.5
2.0,0.0,34.0,26.0,12.0,85.71428571428571,4.0,3.0,36.0,21.0,13.0,42.857142857142854
0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
3.0,4.0,41.0,25.0,8.0,57.14285714285714,4.0,2.0,47.0,26.0,9.0,40.0
1.0,4.0,19.0,16.0,18.0,50.0,2.0,6.0,25.0,16.0,11.0,50.0
2.0,5.0,55.0,37.0,17.0,64.28571428571429,0.0,6.0,56.0,28.0,23.0,57.14285714285714
3.0,3.0,52.0,43.0,14.0,50.0,8.0,5.0,33.0,24.0,24.0,33.33333333333333
8.0,8.0,33.0,30.0,4.0,,2.0,3.0,23.0,14.0,10.0,42.857142857142854
0.0,4.0,34.0,29.0,8.0,100.0,1.0,5.0,22.0,7.0,8.0,16.666666666666664
1.0,1.0,30.0,19.0,14.0,0.0,1.0,6.0,36.0,19.0,4.0,37.5
7.0,5.0,33.0,24.0,11.0,66.66666666666666,2.0,4.0,37.0,23.0,7.0,37.5
9.0,8.0,45.0,33.0,23.0,50.0,8.0,11.0,43.0,30.0,22.0,54.54545454545454
3.0,5.0,64.0,40.0,24.0,68.75,7.0,1.0,63.0,36.0,22.0,45.45454545454545
3.0,4.0,37.0,23.0,15.0,50.0,2.0,2.0,19.0,12.0,14.0,37.5
3.0,6.0,25.0,20.0,23.0,66.66666666666666,2.0,3.0,38.0,27.0,11.0,50.0
9.0,4.0,37.0,32.0,8.0,50.0,2.0,3.0,49.0,29.0,16.0,63.63636363636363
0.0,4.0,46.0,29.0,12.0,55.55555555555556,1.0,2.0,43.0,26.0,6.0,40.0
5.0,2.0,29.0,21.0,17.0,0.0,1.0,12.0,41.0,29.0,12.0,58.333333333333336
2.0,6.0,34.0,19.0,19.0,28.57142857142857,3.0,8.0,37.0,20.0,15.0,45.45454545454545
1.0,1.0,52.0,35.0,24.0,88.88888888888889,2.0,0.0,46.0,34.0,7.0,50.0
1.0,3.0,47.0,30.0,16.0,66.66666666666666,3.0,4.0,47.0,25.0,13.0,37.5
13.0,7.0,36.0,29.0,17.0,75.0,0.0,2.0,22.0,16.0,16.0,62.5
0.0,0.0,38.0,26.0,6.0,66.66666666666666,4.0,1.0,33.0,16.0,3.0,28.57142857142857
0.0,3.0,40.0,21.0,12.0,0.0,3.0,3.0,37.0,19.0,14.0,54.54545454545454
9.0,0.0,21.0,18.0,15.0,,0.0,5.0,25.0,12.0,8.0,33.33333333333333
3.0,1.0,48.0,24.0,21.0,40.0,1.0,7.0,53.0,30.0,12.0,58.82352941176471
1.0,1.0,55.0,36.0,13.0,80.0,3.0,2.0,34.0,23.0,11.0,62.5
8.0,2.0,43.0,27.0,16.0,28.57142857142857,0.0,8.0,41.0,22.0,19.0,50.0
2.0,2.0,56.0,35.0,11.0,50.0,2.0,3.0,42.0,20.0,10.0,25.0
1.0,3.0,26.0,19.0,8.0,40.0,1.0,5.0,23.0,8.0,7.0,46.15384615384615
1.0,2.0,34.0,27.0,10.0,100.0,1.0,2.0,35.0,25.0,5.0,62.5
0.0,4.0,77.0,47.0,17.0,77.77777777777779,4.0,6.0,63.0,41.0,14.0,68.75
8.0,5.0,55.0,45.0,16.0,33.33333333333333,4.0,5.0,53.0,36.0,14.0,56.25
12.0,4.0,56.0,40.0,21.0,50.0,1.0,2.0,80.0,44.0,17.0,64.28571428571429
1.0,6.0,49.0,31.0,16.0,63.63636363636363,3.0,6.0,28.0,21.0,10.0,44.44444444444444
3.0,1.0,32.0,25.0,9.0,0.0,5.0,5.0,35.0,23.0,10.0,55.55555555555556
3.0,6.0,45.0,32.0,11.0,25.0,2.0,2.0,44.0,24.0,14.0,66.66666666666666
4.0,5.0,64.0,34.0,16.0,57.14285714285714,2.0,0.0,50.0,25.0,26.0,42.857142857142854
7.0,3.0,60.0,43.0,16.0,60.0,8.0,9.0,54.0,41.0,17.0,50.0
3.0,1.0,29.0,22.0,19.0,50.0,0.0,1.0,36.0,21.0,8.0,33.33333333333333
4.0,4.0,35.0,25.0,15.0,100.0,0.0,4.0,23.0,8.0,7.0,37.5
0.0,5.0,52.0,29.0,22.0,61.53846153846154,6.0,8.0,68.0,43.0,13.0,53.84615384615385
0.0,2.0,34.0,24.0,7.0,57.14285714285714,1.0,2.0,52.0,22.0,11.0,36.36363636363637
3.0,2.0,41.0,26.0,5.0,0.0,1.0,3.0,38.0,17.0,8.0,22.22222222222222
6.0,0.0,41.0,33.0,6.0,80.0,0.0,5.0,48.0,29.0,13.0,63.63636363636363
0.0,0.0,36.0,23.0,7.0,0.0,3.0,4.0,30.0,14.0,5.0,58.333333333333336
4.0,3.0,40.0,29.0,10.0,80.0,2.0,5.0,41.0,25.0,9.0,64.28571428571429
6.0,1.0,29.0,24.0,12.0,,0.0,5.0,25.0,17.0,11.0,25.0
0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2.0,2.0,26.0,20.0,11.0,50.0,0.0,4.0,44.0,21.0,13.0,61.53846153846154
3.0,2.0,41.0,25.0,13.0,28.57142857142857,0.0,12.0,61.0,36.0,17.0,57.14285714285714
7.0,4.0,46.0,28.0,15.0,70.0,2.0,9.0,40.0,25.0,13.0,63.63636363636363
3.0,5.0,42.0,26.0,15.0,0.0,3.0,3.0,58.0,34.0,16.0,64.70588235294117
2.0,5.0,59.0,40.0,16.0,50.0,2.0,4.0,41.0,30.0,17.0,50.0
9.0,17.0,47.0,32.0,22.0,44.44444444444444,2.0,6.0,42.0,27.0,19.0,33.33333333333333
2.0,8.0,77.0,46.0,16.0,56.25,11.0,7.0,78.0,48.0,19.0,61.111111111111114
2.0,2.0,30.0,22.0,10.0,33.33333333333333,2.0,8.0,42.0,25.0,9.0,58.333333333333336
0.0,1.0,31.0,23.0,10.0,75.0,1.0,4.0,36.0,20.0,10.0,58.333333333333336
4.0,6.0,45.0,38.0,21.0,66.66666666666666,5.0,10.0,62.0,46.0,22.0,75.0
1.0,4.0,42.0,31.0,18.0,40.0,9.0,3.0,49.0,31.0,9.0,44.44444444444444
2.0,5.0,42.0,23.0,20.0,46.15384615384615,2.0,13.0,58.0,34.0,19.0,52.63157894736842
1.0,4.0,22.0,14.0,11.0,80.0,0.0,2.0,20.0,10.0,4.0,42.857142857142854
3.0,7.0,58.0,35.0,15.0,53.84615384615385,1.0,5.0,51.0,30.0,14.0,25.0
5.0,2.0,30.0,24.0,10.0,100.0,2.0,6.0,26.0,16.0,8.0,33.33333333333333
1.0,3.0,55.0,32.0,19.0,37.5,5.0,3.0,55.0,33.0,13.0,50.0
3.0,7.0,51.0,32.0,15.0,62.5,0.0,1.0,46.0,21.0,14.0,36.36363636363637
4.0,8.0,59.0,38.0,18.0,50.0,6.0,5.0,55.0,35.0,24.0,50.0
2.0,2.0,38.0,29.0,11.0,0.0,1.0,7.0,55.0,30.0,16.0,60.0
3.0,3.0,27.0,22.0,11.0,,1.0,1.0,26.0,17.0,3.0,42.857142857142854
16.0,8.0,49.0,39.0,14.0,50.0,6.0,9.0,55.0,38.0,14.0,37.5
0.0,3.0,71.0,44.0,3.0,66.66666666666666,0.0,4.0,63.0,34.0,9.0,58.333333333333336
2.0,5.0,28.0,17.0,14.0,33.33333333333333,1.0,4.0,35.0,18.0,9.0,25.0
1.0,15.0,42.0,29.0,23.0,60.0,3.0,5.0,56.0,39.0,13.0,60.0
3.0,2.0,50.0,37.0,13.0,60.0,4.0,5.0,55.0,37.0,20.0,73.68421052631578
3.0,5.0,36.0,24.0,14.0,40.0,6.0,4.0,34.0,24.0,8.0,66.66666666666666
3.0,1.0,34.0,23.0,11.0,75.0,8.0,6.0,35.0,25.0,10.0,54.54545454545454
2.0,3.0,50.0,34.0,9.0,75.0,0.0,0.0,37.0,19.0,7.0,50.0
6.0,3.0,22.0,18.0,10.0,66.66666666666666,0.0,0.0,36.0,12.0,8.0,45.45454545454545
3.0,9.0,49.0,30.0,17.0,50.0,2.0,8.0,54.0,37.0,11.0,14.285714285714285
4.0,5.0,39.0,23.0,15.0,54.54545454545454,1.0,3.0,56.0,28.0,10.0,50.0
9.0,1.0,32.0,22.0,14.0,60.0,0.0,7.0,33.0,18.0,8.0,50.0
5.0,2.0,42.0,30.0,11.0,83.33333333333334,4.0,4.0,33.0,21.0,9.0,20.0
6.0,5.0,64.0,39.0,13.0,45.45454545454545,3.0,2.0,27.0,10.0,21.0,20.0
3.0,2.0,35.0,30.0,12.0,83.33333333333334,3.0,1.0,34.0,26.0,12.0,57.14285714285714
6.0,2.0,34.0,21.0,11.0,33.33333333333333,2.0,2.0,51.0,25.0,8.0,54.54545454545454
1.0,2.0,57.0,32.0,10.0,72.22222222222221,2.0,5.0,28.0,13.0,9.0,27.27272727272727
0.0,11.0,45.0,26.0,22.0,30.0,2.0,2.0,69.0,38.0,12.0,45.45454545454545
5.0,5.0,29.0,22.0,13.0,0.0,0.0,3.0,27.0,13.0,8.0,25.0
3.0,3.0,36.0,23.0,8.0,75.0,0.0,1.0,32.0,10.0,5.0,45.45454545454545
12.0,2.0,31.0,26.0,11.0,100.0,1.0,5.0,27.0,15.0,9.0,60.0
7.0,0.0,32.0,24.0,11.0,100.0,2.0,3.0,31.0,16.0,12.0,50.0
2.0,3.0,48.0,30.0,12.0,0.0,0.0,3.0,60.0,34.0,13.0,42.857142857142854
1.0,6.0,34.0,26.0,12.0,100.0,0.0,5.0,20.0,11.0,5.0,20.0
1.0,3.0,42.0,25.0,14.0,66.66666666666666,0.0,5.0,42.0,21.0,11.0,45.45454545454545
2.0,3.0,32.0,21.0,11.0,25.0,1.0,3.0,37.0,17.0,7.0,45.45454545454545
1.0,2.0,37.0,23.0,12.0,70.0,0.0,5.0,40.0,21.0,3.0,25.0
2.0,4.0,31.0,25.0,16.0,100.0,1.0,6.0,30.0,18.0,10.0,50.0
7.0,7.0,29.0,24.0,15.0,50.0,1.0,5.0,35.0,21.0,12.0,20.0
3.0,9.0,74.0,43.0,19.0,40.0,2.0,2.0,96.0,48.0,14.0,63.63636363636363
1.0,1.0,38.0,24.0,8.0,57.14285714285714,0.0,6.0,48.0,25.0,14.0,53.84615384615385
6.0,6.0,45.0,32.0,25.0,50.0,4.0,4.0,64.0,41.0,16.0,53.84615384615385
2.0,2.0,20.0,19.0,10.0,100.0,0.0,7.0,23.0,13.0,5.0,50.0
2.0,3.0,31.0,21.0,9.0,57.14285714285714,0.0,2.0,34.0,16.0,4.0,45.45454545454545
2.0,9.0,49.0,35.0,22.0,62.5,3.0,5.0,48.0,33.0,15.0,45.45454545454545
1.0,3.0,33.0,22.0,16.0,50.0,2.0,6.0,29.0,15.0,11.0,20.0
4.0,5.0,35.0,26.0,10.0,66.66666666666666,2.0,5.0,25.0,10.0,9.0,53.84615384615385
2.0,5.0,31.0,22.0,19.0,75.0,1.0,0.0,38.0,20.0,5.0,33.33333333333333
3.0,3.0,24.0,22.0,10.0,,0.0,3.0,48.0,24.0,14.0,60.0
10.0,6.0,47.0,31.0,20.0,33.33333333333333,1.0,4.0,54.0,36.0,16.0,44.44444444444444
8.0,7.0,63.0,40.0,16.0,70.58823529411765,5.0,4.0,42.0,26.0,10.0,54.54545454545454
1.0,1.0,36.0,28.0,10.0,100.0,1.0,0.0,44.0,25.0,6.0,55.55555555555556
5.0,3.0,58.0,40.0,6.0,66.66666666666666,1.0,4.0,47.0,33.0,9.0,62.5
0.0,1.0,48.0,29.0,15.0,33.33333333333333,0.0,11.0,36.0,22.0,14.0,27.27272727272727
1.0,3.0,37.0,24.0,9.0,66.66666666666666,0.0,4.0,22.0,6.0,9.0,14.285714285714285
1.0,1.0,23.0,18.0,8.0,50.0,3.0,1.0,36.0,15.0,10.0,57.14285714285714
2.0,3.0,34.0,24.0,17.0,80.0,3.0,2.0,39.0,23.0,5.0,50.0
3.0,6.0,45.0,30.0,22.0,60.0,2.0,4.0,48.0,26.0,17.0,61.111111111111114
1.0,2.0,42.0,24.0,9.0,71.42857142857143,1.0,2.0,26.0,6.0,8.0,40.0
0.0,5.0,47.0,29.0,11.0,44.44444444444444,1.0,1.0,43.0,20.0,7.0,12.5
5.0,1.0,33.0,28.0,10.0,100.0,2.0,5.0,34.0,20.0,13.0,25.0
0.0,1.0,41.0,31.0,6.0,,1.0,4.0,40.0,23.0,17.0,72.72727272727273
3.0,1.0,33.0,23.0,18.0,75.0,0.0,6.0,38.0,24.0,10.0,75.0
2.0,4.0,65.0,42.0,12.0,50.0,2.0,8.0,43.0,27.0,13.0,56.25
1.0,5.0,55.0,32.0,16.0,69.23076923076923,1.0,9.0,56.0,31.0,12.0,40.0
1.0,5.0,20.0,17.0,11.0,60.0,2.0,4.0,30.0,16.0,6.0,50.0
3.0,13.0,64.0,42.0,20.0,68.42105263157895,4.0,5.0,72.0,45.0,13.0,46.15384615384615
3.0,0.0,37.0,29.0,8.0,100.0,3.0,1.0,30.0,23.0,7.0,25.0
0.0,3.0,35.0,21.0,10.0,40.0,0.0,3.0,22.0,8.0,10.0,41.66666666666667
1.0,6.0,49.0,29.0,20.0,25.0,3.0,15.0,49.0,35.0,12.0,63.1578947368421
0.0,3.0,76.0,44.0,13.0,53.84615384615385,0.0,8.0,59.0,35.0,15.0,25.0
3.0,3.0,25.0,21.0,16.0,100.0,2.0,4.0,22.0,13.0,10.0,0.0
2.0,1.0,35.0,28.0,6.0,0.0,2.0,2.0,29.0,17.0,11.0,33.33333333333333
0.0,2.0,27.0,19.0,5.0,0.0,0.0,2.0,33.0,14.0,5.0,46.15384615384615
0.0,3.0,49.0,25.0,18.0,57.14285714285714,2.0,9.0,55.0,30.0,22.0,56.25
2.0,2.0,26.0,20.0,12.0,66.66666666666666,3.0,3.0,39.0,21.0,8.0,44.44444444444444
3.0,1.0,27.0,21.0,10.0,0.0,0.0,6.0,27.0,14.0,14.0,54.54545454545454
0.0,11.0,63.0,36.0,12.0,36.36363636363637,0.0,9.0,48.0,32.0,14.0,36.36363636363637
0.0,4.0,27.0,17.0,6.0,25.0,0.0,14.0,43.0,21.0,3.0,41.66666666666667
1.0,14.0,66.0,43.0,16.0,57.14285714285714,3.0,7.0,39.0,25.0,23.0,46.15384615384615
1.0,4.0,47.0,27.0,12.0,37.5,0.0,4.0,45.0,23.0,8.0,50.0
7.0,5.0,29.0,21.0,15.0,66.66666666666666,2.0,3.0,43.0,23.0,10.0,61.53846153846154
0.0,5.0,58.0,40.0,5.0,50.0,0.0,5.0,59.0,30.0,20.0,68.75
7.0,4.0,65.0,41.0,21.0,58.333333333333336,6.0,3.0,57.0,31.0,18.0,41.66666666666667
5.0,4.0,51.0,32.0,15.0,57.14285714285714,0.0,8.0,51.0,26.0,9.0,42.857142857142854
4.0,3.0,29.0,25.0,11.0,,0.0,4.0,26.0,16.0,7.0,33.33333333333333
1.0,2.0,33.0,25.0,4.0,50.0,2.0,4.0,30.0,16.0,10.0,57.14285714285714
1.0,1.0,53.0,41.0,13.0,60.0,0.0,3.0,90.0,56.0,4.0,63.63636363636363
0.0,4.0,41.0,26.0,10.0,33.33333333333333,2.0,0.0,41.0,21.0,13.0,45.45454545454545
2.0,4.0,34.0,24.0,10.0,0.0,1.0,6.0,25.0,13.0,9.0,44.44444444444444
1.0,1.0,71.0,38.0,12.0,50.0,2.0,7.0,52.0,31.0,15.0,36.36363636363637
0.0,1.0,32.0,26.0,6.0,0.0,5.0,4.0,34.0,19.0,6.0,50.0
1.0,5.0,25.0,21.0,5.0,0.0,0.0,5.0,34.0,14.0,9.0,45.45454545454545
1.0,1.0,79.0,42.0,21.0,50.0,0.0,6.0,73.0,46.0,15.0,27.27272727272727
1.0,4.0,43.0,24.0,16.0,33.33333333333333,0.0,0.0,55.0,35.0,13.0,54.54545454545454
5.0,1.0,44.0,33.0,19.0,33.33333333333333,6.0,11.0,38.0,24.0,13.0,25.0
6.0,3.0,84.0,50.0,23.0,71.42857142857143,1.0,5.0,65.0,41.0,16.0,57.14285714285714
1.0,6.0,28.0,24.0,13.0,100.0,1.0,3.0,45.0,27.0,12.0,66.66666666666666
2.0,5.0,43.0,29.0,9.0,66.66666666666666,1.0,3.0,29.0,17.0,11.0,50.0
4.0,6.0,36.0,24.0,18.0,66.66666666666666,1.0,3.0,61.0,34.0,10.0,58.333333333333336
0.0,1.0,50.0,34.0,13.0,66.66666666666666,1.0,6.0,45.0,24.0,11.0,50.0
0.0,5.0,60.0,39.0,10.0,77.77777777777779,0.0,2.0,47.0,24.0,9.0,33.33333333333333
0.0,0.0,88.0,49.0,5.0,62.5,10.0,4.0,53.0,33.0,13.0,42.857142857142854
2.0,2.0,69.0,49.0,12.0,76.92307692307693,6.0,6.0,58.0,34.0,21.0,37.5
3.0,2.0,44.0,31.0,16.0,83.33333333333334,1.0,3.0,42.0,31.0,8.0,0.0
2.0,2.0,56.0,37.0,12.0,63.63636363636363,1.0,2.0,34.0,13.0,7.0,11.11111111111111
3.0,1.0,42.0,27.0,7.0,75.0,0.0,1.0,38.0,21.0,9.0,37.5
4.0,1.0,23.0,18.0,12.0,0.0,0.0,0.0,33.0,17.0,6.0,58.333333333333336
7.0,2.0,30.0,26.0,9.0,100.0,0.0,2.0,39.0,24.0,12.0,66.66666666666666
4.0,1.0,52.0,27.0,14.0,44.44444444444444,7.0,5.0,45.0,27.0,11.0,40.0
0.0,1.0,33.0,27.0,12.0,66.66666666666666,3.0,7.0,33.0,20.0,10.0,55.55555555555556
0.0,1.0,32.0,25.0,16.0,100.0,0.0,3.0,34.0,24.0,10.0,57.14285714285714
1.0,1.0,51.0,32.0,9.0,55.55555555555556,4.0,4.0,46.0,26.0,13.0,64.70588235294117
2.0,5.0,31.0,22.0,16.0,55.55555555555556,1.0,3.0,58.0,29.0,14.0,60.0
3.0,5.0,43.0,28.0,16.0,55.55555555555556,1.0,1.0,40.0,24.0,18.0,50.0
6.0,4.0,38.0,24.0,13.0,71.42857142857143,0.0,2.0,53.0,26.0,10.0,61.53846153846154
1.0,0.0,52.0,32.0,21.0,62.5,0.0,4.0,63.0,39.0,16.0,64.28571428571429
5.0,1.0,22.0,18.0,10.0,,0.0,1.0,33.0,13.0,11.0,58.333333333333336
4.0,2.0,42.0,28.0,8.0,66.66666666666666,1.0,1.0,33.0,21.0,2.0,20.0
0.0,0.0,39.0,26.0,7.0,0.0,0.0,2.0,52.0,26.0,11.0,72.22222222222221
2.0,1.0,16.0,12.0,8.0,100.0,0.0,0.0,15.0,9.0,4.0,33.33333333333333
9.0,3.0,76.0,45.0,28.0,66.66666666666666,5.0,9.0,66.0,43.0,32.0,40.0
1.0,3.0,47.0,32.0,10.0,50.0,6.0,1.0,48.0,28.0,12.0,55.55555555555556
0.0,0.0,55.0,32.0,2.0,66.66666666666666,1.0,2.0,52.0,25.0,5.0,50.0
0.0,3.0,21.0,13.0,7.0,20.0,0.0,2.0,45.0,20.0,5.0,11.11111111111111
0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
3.0,2.0,28.0,18.0,13.0,50.0,3.0,6.0,49.0,30.0,10.0,61.53846153846154
11.0,3.0,47.0,31.0,17.0,85.71428571428571,1.0,2.0,37.0,23.0,13.0,62.5
1.0,2.0,40.0,26.0,10.0,80.0,3.0,3.0,47.0,27.0,16.0,66.66666666666666
2.0,2.0,33.0,26.0,8.0,0.0,5.0,8.0,41.0,29.0,7.0,44.44444444444444
3.0,5.0,73.0,46.0,18.0,66.66666666666666,2.0,3.0,55.0,34.0,12.0,45.45454545454545
3.0,2.0,32.0,22.0,7.0,50.0,6.0,7.0,25.0,12.0,8.0,25.0
0.0,2.0,32.0,22.0,13.0,50.0,0.0,3.0,36.0,23.0,9.0,33.33333333333333
3.0,0.0,44.0,30.0,15.0,42.857142857142854,0.0,2.0,62.0,35.0,8.0,50.0
3.0,0.0,53.0,28.0,14.0,63.63636363636363,0.0,0.0,55.0,23.0,2.0,41.66666666666667
3.0,2.0,66.0,37.0,21.0,63.1578947368421,3.0,6.0,71.0,38.0,21.0,42.857142857142854
4.0,2.0,38.0,22.0,22.0,88.88888888888889,3.0,4.0,41.0,19.0,12.0,61.53846153846154
1.0,2.0,23.0,20.0,8.0,,0.0,2.0,21.0,8.0,5.0,28.57142857142857
0.0,0.0,33.0,21.0,10.0,66.66666666666666,0.0,3.0,32.0,12.0,1.0,0.0
6.0,3.0,29.0,22.0,7.0,66.66666666666666,1.0,2.0,26.0,12.0,8.0,44.44444444444444
1.0,2.0,38.0,26.0,4.0,66.66666666666666,0.0,3.0,29.0,15.0,7.0,45.45454545454545
4.0,3.0,47.0,27.0,16.0,37.5,9.0,7.0,42.0,26.0,18.0,61.53846153846154
1.0,0.0,53.0,36.0,17.0,100.0,1.0,2.0,46.0,33.0,7.0,72.72727272727273
3.0,4.0,61.0,42.0,20.0,75.0,7.0,3.0,57.0,35.0,11.0,28.57142857142857
3.0,5.0,67.0,46.0,15.0,80.0,4.0,3.0,61.0,40.0,21.0,62.5
7.0,4.0,28.0,24.0,11.0,80.0,1.0,2.0,35.0,17.0,6.0,37.5
5.0,1.0,28.0,20.0,14.0,66.66666666666666,1.0,5.0,31.0,17.0,6.0,37.5
1.0,3.0,55.0,34.0,10.0,66.66666666666666,0.0,5.0,46.0,25.0,10.0,66.66666666666666
15.0,3.0,38.0,33.0,21.0,75.0,3.0,5.0,50.0,33.0,15.0,50.0
5.0,4.0,33.0,26.0,14.0,100.0,6.0,3.0,52.0,33.0,12.0,66.66666666666666
1.0,2.0,49.0,33.0,5.0,66.66666666666666,2.0,2.0,33.0,16.0,8.0,27.27272727272727
3.0,10.0,60.0,40.0,17.0,84.21052631578947,3.0,3.0,52.0,30.0,8.0,45.45454545454545
15.0,5.0,30.0,28.0,16.0,100.0,1.0,2.0,36.0,22.0,17.0,62.5
4.0,5.0,54.0,39.0,17.0,76.92307692307693,2.0,2.0,53.0,27.0,17.0,45.45454545454545
8.0,6.0,40.0,31.0,15.0,85.71428571428571,5.0,15.0,24.0,18.0,13.0,55.55555555555556
10.0,7.0,52.0,40.0,18.0,75.0,2.0,2.0,51.0,34.0,12.0,64.28571428571429
4.0,2.0,57.0,41.0,18.0,71.42857142857143,9.0,1.0,47.0,31.0,17.0,40.0
3.0,1.0,30.0,21.0,11.0,83.33333333333334,0.0,2.0,25.0,9.0,5.0,16.666666666666664
