tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,num_sets
2017-0804,Charleston,Clay,64,I,20170403,285,201603,,,Shelby Rogers,R,175.0,USA,24.47091034,52.0,1002.0,201619,1.0,,Madison Keys,R,178.0,USA,22.12457221,11.0,3857.0,4-6 6-1 6-1,3,R32,96.0,2.0,0.0,77.0,51.0,32.0,14.0,12.0,2.0,5.0,4.0,7.0,65.0,37.0,23.0,6.0,12.0,1.0,8.0,3
2017-0804,Charleston,Clay,64,I,20170403,284,211768,,,Naomi Osaka,R,180.0,JPN,19.46338125,49.0,1083.0,201533,13.0,,Shuai Zhang,R,177.0,CHN,28.19712526,32.0,1510.0,6-4 6-4,3,R32,69.0,4.0,1.0,54.0,31.0,24.0,10.0,10.0,0.0,2.0,1.0,1.0,62.0,43.0,24.0,12.0,10.0,1.0,5.0,2
2017-0804,Charleston,Clay,64,I,20170403,283,200002,11.0,,Mirjana Lucic,R,181.0,CRO,35.06913073,23.0,1794.0,201621,,,Mona Barthel,R,185.0,GER,26.72963723,88.0,691.0,6-3 6-2,3,R32,60.0,2.0,2.0,57.0,31.0,25.0,12.0,9.0,3.0,4.0,3.0,4.0,51.0,27.0,19.0,6.0,8.0,0.0,4.0,2
2017-0804,Charleston,Clay,64,I,20170403,282,202428,7.0,,Kiki Bertens,R,182.0,NED,25.31416838,21.0,1875.0,201435,,,Kateryna Bondarenko,R,175.0,UKR,30.65297741,92.0,670.0,6-2 7-5,3,R32,95.0,7.0,3.0,62.0,32.0,27.0,15.0,10.0,2.0,3.0,0.0,3.0,72.0,49.0,29.0,10.0,10.0,7.0,11.0,2
2017-0804,Charleston,Clay,64,I,20170403,281,214541,,Q,Fanny Stollar,R,,HUN,18.39014374,282.0,160.0,201455,4.0,,Elena Vesnina,R,176.0,RUS,30.67214237,14.0,3235.0,7-6(7) 7-6(3),3,R32,125.0,13.0,1.0,116.0,69.0,47.0,19.0,12.0,15.0,19.0,4.0,4.0,89.0,50.0,30.0,22.0,12.0,4.0,8.0,2
2017-0804,Charleston,Clay,64,I,20170403,280,211533,,,Jelena Ostapenko,R,177.0,LAT,19.81930185,66.0,885.0,206289,,,Maria Sakkari,R,172.0,GRE,21.69199179,91.0,679.0,6-2 4-6 6-2,3,R32,115.0,1.0,5.0,88.0,48.0,29.0,21.0,13.0,9.0,13.0,4.0,5.0,86.0,60.0,29.0,13.0,13.0,8.0,15.0,3
2017-0804,Charleston,Clay,64,I,20170403,279,201370,,Q,Anastasia Rodionova,R,167.0,AUS,34.89390828,669.0,30.0,201506,,,Sara Errani,R,164.0,ITA,29.9301848,96.0,638.0,6-2 6-2,3,R32,61.0,1.0,3.0,52.0,34.0,20.0,7.0,8.0,1.0,4.0,0.0,1.0,43.0,31.0,9.0,4.0,8.0,3.0,10.0,2
2017-0804,Charleston,Clay,64,I,20170403,278,201496,5.0,,Caroline Wozniacki,R,177.0,DEN,26.72963723,12.0,3810.0,202470,,,Annika Beck,R,170.0,GER,23.1266256,61.0,925.0,7-5 6-1,3,R32,0.0,2.0,3.0,68.0,55.0,32.0,7.0,10.0,8.0,11.0,0.0,1.0,50.0,37.0,17.0,3.0,9.0,1.0,7.0,2
2017-0804,Charleston,Clay,64,I,20170403,277,201545,8.0,,Anastasija Sevastova,U,169.0,LAT,26.97330595,26.0,1720.0,201492,,,Andrea Petkovic,R,180.0,GER,29.56605065,75.0,790.0,6-3 6-4,3,R32,83.0,0.0,2.0,57.0,40.0,27.0,6.0,9.0,5.0,7.0,0.0,1.0,60.0,45.0,23.0,7.0,10.0,7.0,12.0,2
2017-0804,Charleston,Clay,64,I,20170403,276,202460,,LL,Ons Jabeur,R,167.0,TUN,22.5982204,131.0,450.0,202663,,,Magda Linette,R,171.0,POL,25.13894593,83.0,736.0,6-4 6-4,3,R32,80.0,2.0,3.0,66.0,28.0,19.0,21.0,10.0,9.0,11.0,1.0,0.0,58.0,41.0,22.0,9.0,10.0,2.0,6.0,2
2017-0804,Charleston,Clay,64,I,20170403,275,201425,15.0,,Lucie Safarova,L,177.0,CZE,30.16016427,28.0,1616.0,201318,,WC,Bethanie Mattek Sands,R,168.0,USA,32.03011636,122.0,473.0,6-3 6-3,3,R32,86.0,3.0,4.0,64.0,37.0,27.0,14.0,9.0,3.0,4.0,0.0,4.0,66.0,42.0,24.0,11.0,9.0,8.0,12.0,2
2017-0804,Charleston,Clay,64,I,20170403,274,201696,,,Laura Siegemund,R,,GER,29.08145106,37.0,1340.0,200748,3.0,,Venus Williams,R,185.0,USA,36.79397673,10.0,3865.0,6-4 6-7(3) 7-5,3,R32,182.0,1.0,4.0,110.0,83.0,44.0,11.0,17.0,6.0,14.0,5.0,5.0,133.0,88.0,52.0,14.0,17.0,8.0,18.0,3
2017-0804,Charleston,Clay,64,I,20170403,273,201325,6.0,,Samantha Stosur,R,172.0,AUS,33.01026694,17.0,2120.0,201347,,,Jelena Jankovic,R,177.0,SRB,32.09308693,53.0,990.0,6-1 6-3,3,R32,73.0,2.0,2.0,46.0,34.0,25.0,7.0,8.0,2.0,3.0,1.0,2.0,57.0,33.0,19.0,6.0,8.0,7.0,12.0,2
2017-0804,Charleston,Clay,64,I,20170403,272,201593,10.0,,Irina Camelia Begu,R,181.0,ROU,26.6036961,33.0,1507.0,201568,,,Kristina Kucova,R,163.0,SVK,26.86379192,81.0,767.0,4-6 6-2 7-6(6),3,R32,149.0,3.0,3.0,92.0,57.0,38.0,18.0,15.0,2.0,6.0,0.0,3.0,105.0,75.0,46.0,14.0,15.0,8.0,13.0,3
2017-0804,Charleston,Clay,64,I,20170403,271,214082,,,Darya Kasatkina,R,170.0,RUS,19.90691307,42.0,1260.0,201620,,,Monica Puig,R,170.0,PUR,23.51540041,40.0,1275.0,6-0 6-7(3) 6-2,3,R32,121.0,1.0,3.0,95.0,68.0,38.0,17.0,13.0,6.0,9.0,0.0,6.0,77.0,44.0,24.0,12.0,13.0,4.0,12.0,3
2017-0804,Charleston,Clay,64,I,20170403,270,201611,,,Daria Gavrilova,R,166.0,AUS,23.08008214,27.0,1715.0,201590,,,Alison Riske,R,175.0,USA,26.75154004,38.0,1320.0,6-3 6-1,3,R32,69.0,0.0,1.0,48.0,29.0,20.0,7.0,8.0,4.0,7.0,0.0,2.0,51.0,35.0,10.0,8.0,8.0,4.0,11.0,2
2017-0804,Charleston,Clay,64,I,20170403,268,201603,,,Shelby Rogers,R,175.0,USA,24.47091034,52.0,1002.0,202705,,Q,Veronica Cepede Royg,R,163.0,PAR,25.19917864,117.0,511.0,6-7(1) 6-3 7-6(6),3,R64,162.0,8.0,3.0,112.0,76.0,47.0,17.0,17.0,3.0,9.0,2.0,1.0,103.0,76.0,45.0,15.0,16.0,6.0,13.0,3
2017-0804,Charleston,Clay,64,I,20170403,267,211768,,,Naomi Osaka,R,180.0,JPN,19.46338125,49.0,1083.0,201596,,,Johanna Larsson,R,174.0,SWE,28.62696783,57.0,965.0,6-7(4) 6-4 6-2,3,R64,118.0,6.0,4.0,96.0,56.0,36.0,22.0,15.0,5.0,9.0,2.0,3.0,96.0,74.0,41.0,9.0,15.0,1.0,8.0,3
2017-0804,Charleston,Clay,64,I,20170403,266,201533,13.0,,Shuai Zhang,R,177.0,CHN,28.19712526,32.0,1510.0,201595,,,Misaki Doi,L,159.0,JPN,25.9301848,50.0,1050.0,6-2 6-1,3,R64,63.0,2.0,0.0,38.0,28.0,23.0,6.0,7.0,2.0,2.0,0.0,2.0,62.0,37.0,21.0,8.0,8.0,2.0,7.0,2
2017-0804,Charleston,Clay,64,I,20170403,265,200002,11.0,,Mirjana Lucic,R,181.0,CRO,35.06913073,23.0,1794.0,202434,,Q,Aleksandra Krunic,R,163.0,SRB,24.05201917,132.0,450.0,6-1 4-6 6-3,3,R64,112.0,4.0,6.0,78.0,48.0,35.0,12.0,13.0,1.0,4.0,4.0,7.0,108.0,65.0,42.0,16.0,13.0,11.0,17.0,3
2017-0804,Charleston,Clay,64,I,20170403,264,201621,,,Mona Barthel,R,185.0,GER,26.72963723,88.0,691.0,206108,,,Jennifer Brady,R,178.0,USA,21.97672827,77.0,784.0,7-5 6-4,3,R64,91.0,5.0,4.0,76.0,47.0,33.0,13.0,11.0,4.0,6.0,2.0,2.0,66.0,35.0,22.0,16.0,11.0,4.0,8.0,2
2017-0804,Charleston,Clay,64,I,20170403,263,201435,,,Kateryna Bondarenko,R,175.0,UKR,30.65297741,92.0,670.0,201516,,,Evgeniya Rodina,R,170.0,RUS,28.15879535,80.0,773.0,6-4 7-5,3,R64,86.0,5.0,3.0,57.0,37.0,21.0,11.0,11.0,2.0,7.0,0.0,5.0,71.0,47.0,24.0,10.0,11.0,5.0,12.0,2
2017-0804,Charleston,Clay,64,I,20170403,260,214541,,Q,Fanny Stollar,R,,HUN,18.39014374,282.0,160.0,201534,,Q,Asia Muhammed,R,,USA,25.99863107,133.0,444.0,6-3 7-5,3,R64,100.0,1.0,3.0,86.0,45.0,33.0,18.0,11.0,8.0,10.0,3.0,4.0,63.0,36.0,24.0,11.0,10.0,5.0,9.0,2
2017-0804,Charleston,Clay,64,I,20170403,259,211533,,,Jelena Ostapenko,R,177.0,LAT,19.81930185,66.0,885.0,202536,,Q,Ana Bogdan,R,,ROU,24.35318275,119.0,497.0,6-4 6-2,3,R64,73.0,0.0,4.0,50.0,27.0,19.0,13.0,9.0,3.0,5.0,2.0,2.0,69.0,50.0,25.0,8.0,9.0,7.0,12.0,2
2017-0804,Charleston,Clay,64,I,20170403,258,206289,,,Maria Sakkari,R,172.0,GRE,21.69199179,91.0,679.0,201616,14.0,,Lauren Davis,R,157.0,USA,23.4825462,35.0,1455.0,7-5 6-4,3,R64,103.0,1.0,0.0,57.0,43.0,21.0,10.0,11.0,3.0,8.0,0.0,7.0,69.0,46.0,24.0,6.0,11.0,5.0,12.0,2
2017-0804,Charleston,Clay,64,I,20170403,257,201506,,,Sara Errani,R,164.0,ITA,29.9301848,96.0,638.0,202479,,LL,Grace Min,R,,USA,22.91033539,129.0,452.0,6-1 6-1,3,R64,61.0,0.0,1.0,42.0,30.0,23.0,5.0,7.0,0.0,1.0,0.0,0.0,38.0,24.0,7.0,5.0,7.0,3.0,9.0,2
2017-0804,Charleston,Clay,64,I,20170403,256,201370,,Q,Anastasia Rodionova,R,167.0,AUS,34.89390828,669.0,30.0,202504,,,Ying Ying Duan,R,186.0,CHN,27.8329911,63.0,908.0,7-6(3) 6-1,3,R64,72.0,1.0,2.0,56.0,35.0,24.0,15.0,10.0,1.0,3.0,2.0,2.0,59.0,36.0,22.0,6.0,9.0,2.0,6.0,2
2017-0804,Charleston,Clay,64,I,20170403,255,202470,,,Annika Beck,R,170.0,GER,23.1266256,61.0,925.0,211635,,,Louisa Chirico,R,,USA,20.88158795,59.0,930.0,6-0 3-0 RET,3,R64,40.0,1.0,0.0,23.0,18.0,13.0,4.0,4.0,0.0,0.0,0.0,2.0,28.0,21.0,5.0,2.0,5.0,2.0,7.0,2
2017-0804,Charleston,Clay,64,I,20170403,252,201492,,,Andrea Petkovic,R,180.0,GER,29.56605065,75.0,790.0,202418,,,Lara Arruabarrena,R,166.0,ESP,25.03764545,65.0,890.0,7-5 6-2,3,R64,94.0,1.0,0.0,54.0,45.0,28.0,3.0,10.0,1.0,5.0,0.0,2.0,77.0,52.0,27.0,6.0,10.0,8.0,15.0,2
2017-0804,Charleston,Clay,64,I,20170403,251,202460,,LL,Ons Jabeur,R,167.0,TUN,22.5982204,131.0,450.0,201523,,,Marina Erakovic,R,174.0,NZL,29.07597536,107.0,605.0,6-4 6-1,3,R64,77.0,7.0,1.0,51.0,24.0,18.0,17.0,8.0,2.0,2.0,2.0,5.0,64.0,36.0,25.0,9.0,9.0,6.0,10.0,2
2017-0804,Charleston,Clay,64,I,20170403,250,202663,,,Magda Linette,R,171.0,POL,25.13894593,83.0,736.0,201709,12.0,,Yulia Putintseva,R,163.0,KAZ,22.23682409,29.0,1580.0,4-6 6-2 6-4,3,R64,145.0,0.0,1.0,78.0,51.0,30.0,17.0,14.0,3.0,8.0,2.0,2.0,88.0,57.0,29.0,15.0,14.0,5.0,12.0,3
2017-0804,Charleston,Clay,64,I,20170403,249,201425,15.0,,Lucie Safarova,L,177.0,CZE,30.16016427,28.0,1616.0,201478,,,Varvara Lepchenko,L,180.0,USA,30.86926762,73.0,815.0,7-5 6-7(6) 6-3,3,R64,172.0,7.0,2.0,111.0,77.0,50.0,19.0,17.0,8.0,12.0,1.0,5.0,110.0,72.0,47.0,16.0,16.0,11.0,17.0,3
2017-0804,Charleston,Clay,64,I,20170403,248,201318,,WC,Bethanie Mattek Sands,R,168.0,USA,32.03011636,122.0,473.0,213550,,Q,Sofia Kenin,U,170.0,USA,18.38466804,210.0,247.0,6-4 6-4,3,R64,91.0,1.0,2.0,68.0,43.0,28.0,12.0,10.0,3.0,6.0,0.0,4.0,55.0,33.0,22.0,7.0,10.0,4.0,9.0,2
2017-0804,Charleston,Clay,64,I,20170403,247,201696,,,Laura Siegemund,R,,GER,29.08145106,37.0,1340.0,201615,,,Lesia Tsurenko,R,174.0,UKR,27.84394251,41.0,1270.0,6-7(6) 6-2 7-6(4),3,R64,198.0,0.0,7.0,131.0,89.0,50.0,24.0,16.0,10.0,15.0,1.0,2.0,128.0,92.0,46.0,20.0,16.0,9.0,16.0,3
2017-0804,Charleston,Clay,64,I,20170403,244,201347,,,Jelena Jankovic,R,177.0,SRB,32.09308693,53.0,990.0,206420,,,Ekaterina Alexandrova,U,,RUS,22.38193018,86.0,715.0,6-0 6-4,3,R64,62.0,3.0,4.0,49.0,36.0,25.0,6.0,8.0,1.0,3.0,0.0,4.0,50.0,33.0,13.0,7.0,8.0,3.0,9.0,2
2017-0804,Charleston,Clay,64,I,20170403,243,201568,,,Kristina Kucova,R,163.0,SVK,26.86379192,81.0,767.0,201562,,Q,Silvia Soler Espinosa,R,,ESP,29.37166324,120.0,491.0,5-7 7-5 7-6(2),3,R64,190.0,3.0,4.0,145.0,109.0,61.0,13.0,18.0,16.0,25.0,1.0,2.0,123.0,92.0,48.0,11.0,18.0,8.0,17.0,3
2017-0804,Charleston,Clay,64,I,20170403,242,201593,10.0,,Irina Camelia Begu,R,181.0,ROU,26.6036961,33.0,1507.0,201666,,,Cagla Buyukakcay,R,,TUR,27.51266256,108.0,593.0,6-0 6-0,3,R64,64.0,3.0,6.0,53.0,31.0,24.0,9.0,6.0,8.0,8.0,0.0,4.0,32.0,19.0,4.0,3.0,6.0,4.0,10.0,2
2017-0804,Charleston,Clay,64,I,20170403,241,201620,,,Monica Puig,R,170.0,PUR,23.51540041,40.0,1275.0,211701,16.0,,Katerina Siniakova,R,174.0,CZE,20.89801506,36.0,1363.0,4-6 6-2 4-1 RET,3,R64,121.0,4.0,2.0,73.0,44.0,35.0,16.0,12.0,2.0,3.0,3.0,2.0,84.0,52.0,28.0,19.0,11.0,6.0,9.0,3
2017-0804,Charleston,Clay,64,I,20170403,240,214082,,,Darya Kasatkina,R,170.0,RUS,19.90691307,42.0,1260.0,203575,,,Danka Kovinic,R,169.0,MNE,22.37371663,82.0,759.0,6-1 6-2,3,R64,59.0,1.0,1.0,37.0,29.0,22.0,6.0,7.0,0.0,0.0,3.0,3.0,51.0,27.0,13.0,10.0,8.0,6.0,11.0,2
2017-0804,Charleston,Clay,64,I,20170403,239,201590,,,Alison Riske,R,175.0,USA,26.75154004,38.0,1320.0,215037,,WC,Kayla Day,L,,USA,17.51403149,151.0,387.0,7-5 4-6 6-0,3,R64,136.0,1.0,2.0,87.0,52.0,31.0,18.0,14.0,6.0,11.0,3.0,6.0,81.0,34.0,21.0,17.0,14.0,6.0,14.0,3
2017-1039,Monterrey,Hard,32,I,20170403,300,201499,2.0,,Anastasia Pavlyuchenkova,R,177.0,RUS,25.7522245,16.0,2196.0,201493,1.0,,Angelique Kerber,L,173.0,GER,29.2073922,1.0,7340.0,6-4 2-6 6-1,3,F,115.0,8.0,8.0,105.0,66.0,51.0,13.0,13.0,8.0,10.0,3.0,2.0,72.0,47.0,34.0,12.0,12.0,4.0,7.0,3
2017-1039,Monterrey,Hard,32,I,20170403,299,201493,1.0,,Angelique Kerber,L,173.0,GER,29.2073922,1.0,7340.0,201521,4.0,,Carla Suarez Navarro,R,162.0,ESP,28.58042437,25.0,1736.0,7-6(6) 6-1,3,SF,85.0,1.0,2.0,73.0,53.0,34.0,9.0,10.0,3.0,6.0,2.0,5.0,63.0,45.0,25.0,5.0,9.0,3.0,8.0,2
2017-1039,Monterrey,Hard,32,I,20170403,298,201499,2.0,,Anastasia Pavlyuchenkova,R,177.0,RUS,25.7522245,16.0,2196.0,201614,3.0,,Caroline Garcia,R,177.0,FRA,23.46338125,24.0,1760.0,6-2 6-4,3,SF,88.0,5.0,3.0,51.0,34.0,29.0,10.0,9.0,1.0,1.0,3.0,3.0,76.0,45.0,31.0,13.0,9.0,9.0,12.0,2
2017-1039,Monterrey,Hard,32,I,20170403,297,201493,1.0,,Angelique Kerber,L,173.0,GER,29.2073922,1.0,7340.0,201586,,,Heather Watson,R,170.0,GBR,24.8733744,125.0,465.0,6-4 6-4,3,QF,83.0,4.0,1.0,79.0,61.0,43.0,8.0,10.0,8.0,8.0,3.0,4.0,64.0,40.0,31.0,9.0,10.0,3.0,5.0,2
2017-1039,Monterrey,Hard,32,I,20170403,296,201521,4.0,,Carla Suarez Navarro,R,162.0,ESP,28.58042437,25.0,1736.0,201427,7.0,,Alize Cornet,R,173.0,FRA,27.19507187,44.0,1242.0,6-1 6-1,3,QF,57.0,0.0,0.0,41.0,35.0,26.0,2.0,7.0,4.0,5.0,2.0,4.0,41.0,22.0,12.0,2.0,7.0,3.0,9.0,2
2017-1039,Monterrey,Hard,32,I,20170403,295,201614,3.0,,Caroline Garcia,R,177.0,FRA,23.46338125,24.0,1760.0,202426,,,Julia Boserup,R,,USA,25.56605065,95.0,646.0,6-3 6-2,3,QF,61.0,11.0,2.0,48.0,38.0,29.0,5.0,9.0,0.0,1.0,1.0,2.0,50.0,33.0,19.0,5.0,8.0,4.0,8.0,2
2017-1039,Monterrey,Hard,32,I,20170403,294,201499,2.0,,Anastasia Pavlyuchenkova,R,177.0,RUS,25.7522245,16.0,2196.0,201693,5.0,,Timea Babos,R,179.0,HUN,23.89869952,30.0,1565.0,6-2 3-6 7-5,3,QF,119.0,9.0,3.0,82.0,54.0,36.0,18.0,14.0,4.0,6.0,14.0,2.0,92.0,57.0,41.0,16.0,15.0,5.0,9.0,3
2017-1039,Monterrey,Hard,32,I,20170403,293,201493,1.0,,Angelique Kerber,L,173.0,GER,29.2073922,1.0,7340.0,201605,,,Mandy Minella,R,180.0,LUX,31.36208077,68.0,829.0,6-1 6-3,3,R16,58.0,2.0,2.0,42.0,24.0,21.0,12.0,8.0,0.0,0.0,4.0,1.0,52.0,33.0,14.0,11.0,8.0,4.0,8.0,2
2017-1039,Monterrey,Hard,32,I,20170403,292,201586,,,Heather Watson,R,170.0,GBR,24.8733744,125.0,465.0,201505,6.0,,Ekaterina Makarova,L,178.0,RUS,28.82135524,45.0,1221.0,6-4 6-1,3,R16,82.0,2.0,2.0,71.0,39.0,27.0,20.0,9.0,2.0,2.0,2.0,2.0,55.0,39.0,22.0,8.0,8.0,4.0,7.0,2
2017-1039,Monterrey,Hard,32,I,20170403,291,201521,4.0,,Carla Suarez Navarro,R,162.0,ESP,28.58042437,25.0,1736.0,204427,,,Sara Sorribes Tormo,R,176.0,ESP,20.48459959,98.0,633.0,6-2 6-0,3,R16,73.0,1.0,2.0,54.0,36.0,25.0,8.0,7.0,9.0,10.0,1.0,8.0,48.0,28.0,17.0,3.0,7.0,2.0,8.0,2
2017-1039,Monterrey,Hard,32,I,20170403,290,201427,7.0,,Alize Cornet,R,173.0,FRA,27.19507187,44.0,1242.0,202499,,,Donna Vekic,R,179.0,CRO,20.76386037,90.0,685.0,6-3 6-4,3,R16,94.0,1.0,4.0,59.0,36.0,25.0,13.0,10.0,2.0,4.0,2.0,5.0,69.0,38.0,27.0,8.0,9.0,1.0,5.0,2
2017-1039,Monterrey,Hard,32,I,20170403,289,202426,,,Julia Boserup,R,,USA,25.56605065,95.0,646.0,206124,,Q,Tereza Martincova,U,,CZE,22.4421629,160.0,350.0,6-3 4-6 6-4,3,R16,128.0,3.0,8.0,88.0,51.0,34.0,18.0,14.0,7.0,11.0,4.0,3.0,92.0,61.0,38.0,12.0,15.0,7.0,13.0,3
2017-1039,Monterrey,Hard,32,I,20170403,288,201614,3.0,,Caroline Garcia,R,177.0,FRA,23.46338125,24.0,1760.0,206408,,Q,Nadia Podoroska,U,,ARG,20.14236824,191.0,272.0,6-0 6-3,3,R16,73.0,1.0,3.0,62.0,33.0,23.0,19.0,8.0,6.0,6.0,1.0,5.0,51.0,32.0,17.0,6.0,7.0,4.0,8.0,2
2017-1039,Monterrey,Hard,32,I,20170403,287,201693,5.0,,Timea Babos,R,179.0,HUN,23.89869952,30.0,1565.0,201648,,,Naomi Broady,R,189.0,GBR,27.09377139,123.0,470.0,6-3 6-2,3,R16,63.0,4.0,4.0,47.0,32.0,29.0,7.0,9.0,0.0,0.0,8.0,3.0,53.0,29.0,21.0,10.0,8.0,1.0,4.0,2
2017-1039,Monterrey,Hard,32,I,20170403,286,201499,2.0,,Anastasia Pavlyuchenkova,R,177.0,RUS,25.7522245,16.0,2196.0,201529,,Q,Kristie Ahn,U,,USA,24.79945243,206.0,251.0,7-6(5) 6-4,3,R16,108.0,4.0,2.0,67.0,44.0,32.0,13.0,11.0,3.0,6.0,0.0,4.0,90.0,64.0,39.0,13.0,11.0,7.0,11.0,2
2017-1039,Monterrey,Hard,32,I,20170403,285,201493,1.0,,Angelique Kerber,L,173.0,GER,29.2073922,1.0,7340.0,201212,,WC,Francesca Schiavone,R,166.0,ITA,36.77754962,152.0,382.0,4-6 6-0 6-4,3,R32,100.0,1.0,0.0,66.0,45.0,31.0,15.0,13.0,1.0,3.0,3.0,4.0,86.0,56.0,33.0,15.0,13.0,6.0,11.0,3
2017-1039,Monterrey,Hard,32,I,20170403,284,201605,,,Mandy Minella,R,180.0,LUX,31.36208077,68.0,829.0,202467,,,Elitsa Kostova,U,,BUL,26.98151951,149.0,392.0,7-6(3) 6-3,3,R32,92.0,4.0,3.0,62.0,33.0,26.0,16.0,11.0,1.0,4.0,1.0,0.0,74.0,57.0,28.0,12.0,10.0,6.0,10.0,2
2017-1039,Monterrey,Hard,32,I,20170403,283,201586,,,Heather Watson,R,170.0,GBR,24.8733744,125.0,465.0,211411,,,Nina Stojanovic,R,176.0,SRB,20.67624914,126.0,465.0,6-2 6-7(7) 6-4,3,R32,172.0,6.0,7.0,120.0,69.0,47.0,25.0,15.0,8.0,11.0,9.0,11.0,113.0,57.0,37.0,24.0,15.0,11.0,17.0,3
2017-1039,Monterrey,Hard,32,I,20170403,282,201505,6.0,,Ekaterina Makarova,L,178.0,RUS,28.82135524,45.0,1221.0,202653,,,Denisa Allertova,R,180.0,CZE,24.07392197,109.0,554.0,6-4 6-3,3,R32,72.0,7.0,2.0,55.0,36.0,27.0,9.0,9.0,5.0,7.0,0.0,3.0,60.0,40.0,25.0,7.0,10.0,2.0,7.0,2
2017-1039,Monterrey,Hard,32,I,20170403,281,201521,4.0,,Carla Suarez Navarro,R,162.0,ESP,28.58042437,25.0,1736.0,202421,,,Alison Van Uytvanck,R,,BEL,23.02258727,137.0,432.0,6-2 6-4,3,R32,80.0,0.0,1.0,59.0,35.0,25.0,16.0,9.0,5.0,5.0,3.0,3.0,52.0,25.0,19.0,11.0,9.0,2.0,5.0,2
2017-1039,Monterrey,Hard,32,I,20170403,280,204427,,,Sara Sorribes Tormo,R,176.0,ESP,20.48459959,98.0,633.0,202446,,,Eugenie Bouchard,R,178.0,CAN,23.10198494,56.0,965.0,7-6(8) 6-3,3,R32,133.0,0.0,7.0,110.0,63.0,42.0,19.0,11.0,14.0,17.0,0.0,5.0,82.0,47.0,29.0,14.0,10.0,3.0,7.0,2
2017-1039,Monterrey,Hard,32,I,20170403,279,202499,,,Donna Vekic,R,179.0,CRO,20.76386037,90.0,685.0,206255,,,Patricia Maria Tig,R,180.0,ROU,22.68583162,85.0,718.0,6-4 6-1,3,R32,69.0,4.0,6.0,61.0,30.0,21.0,16.0,8.0,5.0,6.0,0.0,5.0,51.0,23.0,14.0,11.0,9.0,1.0,6.0,2
2017-1039,Monterrey,Hard,32,I,20170403,278,201427,7.0,,Alize Cornet,R,173.0,FRA,27.19507187,44.0,1242.0,202701,,,Irina Khromacheva,L,,RUS,21.89459274,93.0,665.0,6-1 6-4,3,R32,74.0,2.0,3.0,58.0,35.0,28.0,8.0,9.0,3.0,4.0,4.0,3.0,52.0,34.0,18.0,8.0,8.0,0.0,4.0,2
2017-1039,Monterrey,Hard,32,I,20170403,277,206124,,Q,Tereza Martincova,U,,CZE,22.4421629,160.0,350.0,201539,8.0,,Christina Mchale,R,170.0,USA,24.89527721,43.0,1245.0,3-6 7-5 6-4,3,R32,149.0,0.0,5.0,121.0,80.0,54.0,21.0,16.0,15.0,18.0,7.0,6.0,90.0,58.0,43.0,16.0,15.0,6.0,9.0,3
2017-1039,Monterrey,Hard,32,I,20170403,276,202426,,,Julia Boserup,R,,USA,25.56605065,95.0,646.0,211702,,,Nao Hibino,R,163.0,JPN,22.34633812,79.0,774.0,6-0 6-2,3,R32,58.0,1.0,3.0,45.0,26.0,22.0,11.0,7.0,4.0,4.0,4.0,3.0,47.0,30.0,15.0,7.0,7.0,4.0,9.0,2
2017-1039,Monterrey,Hard,32,I,20170403,275,206408,,Q,Nadia Podoroska,U,,ARG,20.14236824,191.0,272.0,201483,,,Madison Brengle,R,168.0,USA,27.00068446,100.0,625.0,7-5 0-6 6-3,3,R32,100.0,1.0,1.0,76.0,49.0,19.0,15.0,13.0,7.0,15.0,1.0,2.0,77.0,55.0,26.0,10.0,14.0,3.0,11.0,3
2017-1039,Monterrey,Hard,32,I,20170403,274,201614,3.0,,Caroline Garcia,R,177.0,FRA,23.46338125,24.0,1760.0,213887,,WC,Renata Zarazua,R,,MEX,19.50718686,304.0,138.0,4-6 6-2 6-3,3,R32,108.0,12.0,4.0,71.0,45.0,30.0,15.0,14.0,3.0,7.0,0.0,7.0,92.0,67.0,39.0,9.0,13.0,8.0,14.0,3
2017-1039,Monterrey,Hard,32,I,20170403,273,201693,5.0,,Timea Babos,R,179.0,HUN,23.89869952,30.0,1565.0,204246,,Q,Lesley Kerkhove,R,,NED,25.41273101,175.0,311.0,6-1 6-3,3,R32,59.0,13.0,2.0,57.0,35.0,30.0,8.0,8.0,2.0,2.0,2.0,6.0,46.0,25.0,17.0,7.0,8.0,4.0,8.0,2
2017-1039,Monterrey,Hard,32,I,20170403,272,201648,,,Naomi Broady,R,189.0,GBR,27.09377139,123.0,470.0,214263,,,Catherine Cartan Bellis,R,170.0,USA,17.98767967,54.0,973.0,7-6(7) 6-4,3,R32,84.0,17.0,1.0,68.0,40.0,35.0,14.0,11.0,2.0,3.0,1.0,1.0,68.0,44.0,34.0,12.0,11.0,1.0,3.0,2
