,global_id,Departamental_Affiliation,Location,geodata_coordinates
92,19467375,Moscow Department of culture ,"Стартовая улица, дом 10","[[[37.69481638087153, 55.88736311839338], [37.694743961228404, 55.88735709504617], [37.694548159970594, 55.887375190580435], [37.694415390624144, 55.88744741955045], [37.694245070351464, 55.88750457416302], [37.694097548857, 55.887507589017], [37.693775683775, 55.887471487356], [37.693488687409186, 55.88739481265896], [37.69336798800379, 55.88739405256466], [37.693158775700965, 55.88740685932792], [37.69288519038119, 55.88750311775604], [37.692606240644, 55.887597843023], [37.6924399436851, 55.88760875267562], [37.69228437556223, 55.887601573301765], [37.692203909291784, 55.887617362950394], [37.69194373501725, 55.887699332287646], [37.69168356074269, 55.8877767792181], [37.69218245161991, 55.88821606137592], [37.692217320336646, 55.88840848470954], [37.69249358786554, 55.88850928831481], [37.69260624064405, 55.88860107287945], [37.69272962225885, 55.88869424982832], [37.692796677483884, 55.88874373819538], [37.693021983040836, 55.88886117302544], [37.69336396469031, 55.88903135890536], [37.693558424843985, 55.88908095524306], [37.69389906538899, 55.88914715160114], [37.6942048372168, 55.88920128899299], [37.694479763641, 55.88924343121913], [37.694550842180035, 55.889273514569005], [37.69468227042146, 55.88935921690732], [37.694784194363756, 55.88943888966897], [37.694985360040434, 55.88948099338305], [37.695146292581555, 55.889517131431724], [37.695289790763724, 55.88954567533735], [37.695425242318905, 55.88959833671041], [37.69568541659316, 55.88969461521187], [37.695968389644186, 55.88980223673265], [37.696170896424775, 55.88985257937736], [37.69657054556802, 55.889921795456864], [37.696908503904, 55.889986489438], [37.697187453641, 55.890034621859996], [37.69727998985253, 55.89004065752647], [37.69735106839201, 55.8900346346056], [37.69757905615782, 55.88998417743211], [37.69772925986226, 55.889966881424705], [37.69781777275967, 55.88997738171068], [37.697984069718565, 55.89001201196679], [37.69812086237826, 55.89004664219834], [37.69831666363628, 55.890057155214556], [37.69853660477569, 55.890052658744644], [37.69874313487, 55.890046654956], [37.698993921412985, 55.89003234811093], [37.69927689446422, 55.8900120119698], [37.699724823369785, 55.889978889038005], [37.70009228600467, 55.88995334097443], [37.700470477475605, 55.889926285565366], [37.7008647622009, 55.88990224479879], [37.70107129229497, 55.88989018615446], [37.700964003934, 55.889366779177], [37.70098814381607, 55.88926300134054], [37.701073974503956, 55.8890644635209], [37.70110280825085, 55.88899487544202], [37.701102137698605, 55.888932824085636], [37.70109543217606, 55.88881173581974], [37.70108202113115, 55.88864177214663], [37.70106592787686, 55.888470287591566], [37.70103374136873, 55.88832886085071], [37.70096936835308, 55.88813785524945], [37.700942546262944, 55.888036322481646], [37.70091304196377, 55.88793328204647], [37.70088085545475, 55.887764809186905], [37.70079502476615, 55.88760990237619], [37.70066091431521, 55.88748195004558], [37.700609952344216, 55.88744817964402], [37.70046511305775, 55.88739179780263], [37.70036855353343, 55.88738051121417], [37.70025053633698, 55.8873782692089], [37.69995214058394, 55.8874019633714], [37.69972348226526, 55.887422642671886], [37.69960948838186, 55.88743988242551], [37.69954377426115, 55.887500102904795], [37.699507564439614, 55.8876010236599], [37.69951024664878, 55.8877993776552], [37.6995075644387, 55.88803249020864], [37.69955584420159, 55.88814988893292], [37.699647039308346, 55.88824245354879], [37.69966045035375, 55.88833351055795], [37.699620217217785, 55.88839505849506], [37.69953304542512, 55.88843269218797], [37.6993412674809, 55.888449222438716], [37.698901385202475, 55.8884642963056], [37.698745817079505, 55.888464321809046], [37.698657304181914, 55.88844625867796], [37.6985754968067, 55.88840261456353], [37.69853124035774, 55.88835595563155], [37.698550015820935, 55.88824766566814], [37.698550015821, 55.888133345811], [37.698519170417214, 55.88790549703417], [37.69843468083316, 55.887662572753165], [37.698362261190134, 55.88755119586458], [37.69828179492, 55.887477504302], [37.698182553186584, 55.887394742511354], [37.698056489363, 55.887339114311], [37.69794249547938, 55.88731202518618], [37.69782313717769, 55.887312069828866], [37.69734168065973, 55.8873142990872], [37.69690045727705, 55.88733160266056], [37.696551099552735, 55.887352329820594], [37.69633853448824, 55.887317282064224], [37.69614407433454, 55.88730748376383], [37.69598984731614, 55.88733758136213], [37.69580611599865, 55.88736918637258], [37.6956746877569, 55.88737513956342], [37.69546547545418, 55.8873722650019], [37.69511142386413, 55.887370642784155], [37.69480833424541, 55.88736463857687]]]"
93,19544600,Moscow Department of culture ,"аллея Жемчуговой, владение 2","[[[37.81508702540398, 55.73251245683576], [37.81556445771363, 55.73236162667428], [37.81593996761856, 55.73225292775501], [37.8159989759608, 55.73227714333172], [37.817463462472936, 55.732446277491725], [37.81850147723706, 55.732456916928335], [37.819507305493, 55.732425179313], [37.820140306887076, 55.732331576628305], [37.820741121773, 55.732207704227], [37.821873013467886, 55.73183008187668], [37.82305855049874, 55.73137098504015], [37.823719345255306, 55.731099966161864], [37.82402999577014, 55.73098465771133], [37.82421726467029, 55.73102978254973], [37.824946825010876, 55.73109622232295], [37.82501119866875, 55.731138484871806], [37.82526178249879, 55.731241144380235], [37.825451080436, 55.731355914214], [37.826384489305, 55.732062719995], [37.82668418768843, 55.73222128606897], [37.82699461490792, 55.73227088157635], [37.82762296097546, 55.732282989357856], [37.82826740029709, 55.7322618007354], [37.82914716485825, 55.732232087474934], [37.8291155605589, 55.73136597085498], [37.828846757126165, 55.72914788447969], [37.82856618084422, 55.72853114985865], [37.8285222102181, 55.728309566743135], [37.82807964547307, 55.728448587760404], [37.827988450109, 55.728522522707], [37.827339355333, 55.728549709851], [37.826370384374854, 55.728573355006176], [37.82600274836386, 55.72859705128267], [37.82558683259063, 55.72860863863192], [37.8253130738952, 55.72862552362832], [37.82511709926116, 55.72866057199442], [37.824930266366536, 55.72874871856925], [37.824866354218365, 55.72883214559202], [37.82473806905386, 55.728957953323345], [37.82456020452267, 55.72917057121067], [37.82435252474162, 55.729429566354476], [37.82429389927384, 55.72950150438031], [37.82423259159702, 55.72956738795922], [37.823959772538586, 55.72969310050033], [37.82364327190564, 55.729841178779616], [37.82335091115381, 55.72996655306221], [37.823203389673374, 55.730017509950834], [37.82300758843068, 55.73005938542971], [37.822548930719925, 55.73013254134505], [37.82174426781982, 55.73017486919228], [37.820810858887, 55.730192980146], [37.81995791628854, 55.73022617489697], [37.81953144498929, 55.73024277226183], [37.819094244854, 55.730289640653], [37.81858998994249, 55.73035304856208], [37.81809646386705, 55.73046791688754], [37.816090170746, 55.731075001182], [37.81658466899107, 55.73189685611193], [37.817570750448695, 55.731833095804284], [37.81457610511417, 55.732697207589474], [37.8128125113813, 55.73323450506138], [37.81268376599045, 55.73327688123435], [37.81406112130833, 55.73282297930995], [37.81439704749713, 55.73272376146153], [37.814711516013844, 55.73261848953374], [37.81500655862195, 55.73252481001224]]]"
94,860475270,Prefecture of Northern  Administrative Okrug of Moscow,Парк-усадьба Михалково,"[[[37.521875514984, 55.842030124686], [37.521746768951, 55.843623804017]]]"
95,861366161,Prefecture of Central Administrative Okrug of Moscow,Петровский б-р,"[[[37.613819060003, 55.768001018814], [37.615144071256, 55.767899709197], [37.616552230989, 55.767700113356], [37.620731112634, 55.767089222735]], [[37.620823242716, 55.767458329087], [37.616960861734, 55.768040484365], [37.615206697039, 55.768252175047], [37.61348740106, 55.768345923403]]]"
96,861509182,Moscow Department of housing and communal services and improvement,Площадь Арбатские ворота,"[[[37.60132616618, 55.753057639197], [37.601202784565, 55.753078816486], [37.601138411549, 55.753142348282], [37.601127682713, 55.753208905291]]]"
97,880845420,Prefecture of North-Eastern    Administrative Okrug of Moscow,Вдоль улицы Северодвинской через Пойму реки Яуза вдоль ул. Северодвинская к 91-му километру МКАД,"[[[37.679391896196, 55.887180972563], [37.679660117097, 55.888561759686], [37.679804956384, 55.88855874492], [37.680314576097, 55.888658232038], [37.680511802881, 55.889816151638], [37.680715650766, 55.890253275935], [37.682834595887996, 55.890826052003], [37.683751911371, 55.891425950467], [37.684519023149, 55.891254121206], [37.684742986771, 55.891645347049], [37.684867331685, 55.892053316296], [37.684920975865, 55.892454241758], [37.685006806554, 55.893183734561], [37.685038993062, 55.89394034271], [37.685020217599, 55.894344262901]]]"
98,861394734,Prefecture of Central Administrative Okrug of Moscow,Покровский б-р,"[[[37.64592095269, 55.758258542764], [37.646226724518, 55.757816901546], [37.647278150452, 55.756821677922], [37.648104270828, 55.755684248259], [37.647792801816, 55.754809414851], [37.64745484348, 55.754165043755], [37.64682720657, 55.753148549302]], [[37.647663128214, 55.753147610289], [37.648682367639, 55.755023263866], [37.648814960338, 55.755560322895], [37.64878277383, 55.756001989776], [37.647105294395, 55.757877305316], [37.646799522568, 55.758715208078], [37.646407920051, 55.759338329817]]]"
99,861364945,Prefecture of Central Administrative Okrug of Moscow,Пречистенских ворот пл-дь,"[[[37.602985552608, 55.744552094579], [37.602561763583, 55.744891004006], [37.602486661731, 55.744921263632], [37.602175525485, 55.744772991237], [37.601923397838, 55.744715497708], [37.602100423633, 55.744464340764], [37.60189121133, 55.744322118642], [37.602095059215, 55.744240416337], [37.602223805247, 55.744225286261], [37.602878264247, 55.744636822213]], [[37.602492026149, 55.744918237671], [37.602127245723, 55.745096769001]], [[37.601901940166, 55.744316066625], [37.601376227199, 55.744594458419], [37.601553252994, 55.744712471717]], [[37.601923397838, 55.744715497708], [37.601789287387, 55.744782069155]], [[37.60242698129, 55.744218790711], [37.602300917466, 55.744277797975]]]"
100,861365908,Prefecture of Central Administrative Okrug of Moscow,Путинковский Б. пер.,"[[[37.608625591197, 55.767152915861], [37.607788741984, 55.766876197848], [37.606839239993, 55.766505725289]]]"
101,19611010,Moscow Department of culture ,"улица Крымский Вал, дом 9","[[[37.60006318366382, 55.733377403872716]], [[37.60019461138913, 55.733448974200336], [37.59934332016797, 55.73258872080193], [37.59899298251597, 55.73221807973671], [37.59849825814126, 55.73168608104491], [37.598209776839205, 55.73136625129633], [37.59798581264266, 55.73108830688529], [37.59794692086813, 55.73085879344127], [37.59745075170735, 55.72996116171063], [37.597039828033544, 55.72923339109277], [37.59685526128181, 55.72907959925658], [37.596518819608534, 55.728156634611345], [37.59648779903073, 55.72806764476913], [37.596262061664625, 55.72776460155472], [37.5957287334908, 55.727107077305575], [37.59551031375478, 55.72684374346115], [37.59528116518266, 55.72655618871394], [37.59500176611416, 55.726208037121566], [37.594237425786545, 55.725241350814535], [37.59358203214802, 55.72441052933171], [37.59337375448076, 55.72417662418104]], [[37.593336203169116, 55.724138947210434], [37.592853950209886, 55.72364696518743], [37.59241352364988, 55.72322804598576], [37.59228689794764, 55.723116476208226], [37.59210126364706, 55.723007933791095], [37.59177022818114, 55.722812041829506], [37.59144814562091, 55.72261825379465], [37.59115556735983, 55.72240932623063], [37.59067008733399, 55.722064882367434], [37.59022484044328, 55.72170983825077], [37.590034403731075, 55.7215323892107], [37.589886882363125, 55.72133525868421], [37.589270740466176, 55.72086410677963], [37.58824537031194, 55.72008590529625], [37.58794228081988, 55.7198820903318], [37.587547996221325, 55.71961771571516], [37.58738169945448, 55.7194453493147], [37.587285140122, 55.719324457433], [37.587228813539944, 55.719177930709925], [37.58714566486777, 55.71902534749178], [37.5871054317002, 55.71895966653112], [37.58702764760643, 55.718897013460115], [37.58683989294307, 55.71876093138886], [37.58667896036981, 55.718674810960714], [37.586432197267456, 55.71853433156571], [37.586158612074904, 55.718330263040954], [37.58468876114418, 55.71723803067574], [37.58398334036312, 55.71670935342553], [37.58323500423779, 55.716154929285025], [37.58261541395264, 55.71568338039146], [37.582266726908244, 55.715418990164956], [37.582054832523326, 55.71526637945209], [37.58188585348269, 55.71515616406659], [37.58161495030727, 55.715067735441046], [37.5812474876074, 55.71496416515895], [37.580944397859, 55.714840302218], [37.579935887265776, 55.714325109956505], [37.57888982549166, 55.71380325372827], [37.5784097098196, 55.713638743017555]], [[37.579040028932994, 55.71376236207661]], [[37.58079347862372, 55.71466390905024]]]"
102,861398946,Prefecture of Central Administrative Okrug of Moscow,От Климентовского пер. до дома №82,"[[[37.625642135142996, 55.730600046703], [37.626159801483, 55.731674475686], [37.62708162348, 55.73251277458], [37.627427112937, 55.733218290047], [37.627639007449, 55.734366971323], [37.627715950212, 55.735623512756], [37.627954666814, 55.736681324962], [37.627963839216, 55.736911462819], [37.628075476489, 55.737541614343], [37.628123756251, 55.73820139363], [37.628432210288, 55.740460598866], [37.628445621333, 55.740728426278]]]"
103,861394369,Prefecture of Central Administrative Okrug of Moscow,Рождественский б-р,"[[[37.623467188966, 55.766556730164], [37.623789054048, 55.76650834172], [37.626924556387, 55.766320835907], [37.629379975637, 55.766322000598], [37.629554319223, 55.766347707093], [37.631147551378, 55.766359804261]], [[37.631238746484, 55.76686485767], [37.629704522928, 55.766719693292], [37.628398287138, 55.766668280777], [37.627269077142, 55.766651647289], [37.626668262323, 55.766677353579], [37.626064765295, 55.766733302475], [37.624851065715, 55.766868637979], [37.623701739153, 55.767025142708]]]"
104,660584322,Moscow Department of housing and communal services and improvement,Рублевское шоссе,"[[[37.421340230034, 55.74599994131], [37.420396092461, 55.746393303388], [37.419323208855, 55.746883487481], [37.416823390053, 55.748051432061], [37.413905146645, 55.749455339696], [37.412070515679, 55.750363011593], [37.403697527759, 55.754331127995], [37.400983132236, 55.755644055002], [37.399137772434, 55.756593933046], [37.398708618992, 55.756793585985], [37.398472584598, 55.756950887578]]]"
105,660599126,Moscow Department of housing and communal services and improvement,Рязанский проспект,"[[[37.798906323112, 55.716083791222], [37.799941655792, 55.71593843702], [37.80073558966, 55.71581427987], [37.80141687075, 55.715614416309], [37.802033778824, 55.715596246843], [37.803251501716, 55.715338845169], [37.803637739815, 55.715205601281], [37.80503785292, 55.71485431975], [37.805547472633, 55.714745300699], [37.806287762321, 55.714533318335], [37.809576150574, 55.71369446251], [37.811196204818, 55.713288655727], [37.812462207474, 55.712894958534], [37.814382669128, 55.712349832764], [37.815900799431, 55.711974297234], [37.818346974052, 55.711247443975]], [[37.819407514134, 55.71106018792], [37.820641330281, 55.710790641754], [37.822851470509, 55.710242457834]]]"
106,918407379,Prefecture of North-Eastern    Administrative Okrug of Moscow,Парк Сад Будущего,"[[[37.638431517141, 55.84447437757], [37.638463703649, 55.844401940615], [37.638458339231, 55.84435666745], [37.638458339231, 55.844302339581], [37.638452974813, 55.844244993415], [37.638506618993, 55.844175574258], [37.638554898755, 55.844106154977], [37.638570992009, 55.844036735571], [37.638603178518, 55.843976370769], [37.638603178518, 55.843909969379], [37.638608542936, 55.843855640883], [37.638587085264, 55.843795275799], [37.638538805501, 55.843713782786], [37.638485161321, 55.843662472282], [37.638426152723, 55.843605125168], [37.638367144124, 55.843550796245], [37.638292042272, 55.843505522084], [37.638222304838, 55.843469302717], [37.638136474149, 55.843433083316], [37.638029185788, 55.843402900457], [37.637884346502, 55.843372717573], [37.637777058141, 55.843357626123], [37.63766976978, 55.843354607832], [37.637626854436, 55.843309333442], [37.63762112388, 55.843233114959], [37.637615759462, 55.843175767209], [37.637626488298, 55.843088236268], [37.637637217134, 55.843024851671], [37.637637217134, 55.842988631854], [37.637631852716, 55.842943357036], [37.637637217134, 55.842879972201], [37.637641216553, 55.842805647199], [37.637635852135, 55.842748298816], [37.637601092992, 55.842654445545], [37.637580249187, 55.842571475212], [37.637567574236996, 55.842503708748], [37.637551480983, 55.842449378279], [37.637535387729, 55.842373919168], [37.637508565638, 55.842310533401], [37.637487107966, 55.842232055641], [37.637460285876, 55.842150559337], [37.637415227728, 55.842086631372], [37.637399134474, 55.842035318712], [37.637361583547, 55.841971932391], [37.637337020272, 55.841900350791], [37.637310198182, 55.841836964249], [37.637272647256, 55.84178866967], [37.637258012029, 55.841731136356], [37.637236554357, 55.841685860067], [37.637209732267, 55.8416375653], [37.637171540475, 55.841564340105], [37.637144718385, 55.841510008317], [37.637101803041, 55.841458694893], [37.637074980951, 55.8414073814], [37.637052638389, 55.841331274126], [37.637025816299, 55.841264868198], [37.636998994209, 55.841204499074], [37.636950714447, 55.841132056001], [37.636912392711, 55.841069566622], [37.636901663875, 55.841009197193], [37.636740775818, 55.840639488277], [37.637215267165, 55.840615842766], [37.637912641508, 55.840576602189], [37.638459812148, 55.84055547263], [37.638789116963, 55.840540003582], [37.639356897808, 55.840504248801], [37.639657305218, 55.840486137718], [37.640185634457, 55.840436944184], [37.640378753506, 55.84041883307], [37.640920559727, 55.840346388526], [37.641333619915, 55.840316203259], [37.641746680104, 55.840292055029], [37.641939799153, 55.840352425576], [37.642249676188, 55.840358995062], [37.642609092196, 55.840355976537], [37.643011423548, 55.840358995062], [37.643370839556, 55.840374087681], [37.643472763497996, 55.840374087681]]]"
107,856911548,Prefecture of North-Eastern    Administrative Okrug of Moscow,вдоль сквера по Северному бульвару с адресной привязкой от Северного бульвара дом 2 до Северного бульвара дом 21,"[[[37.621229244482, 55.869108517746], [37.620891286146, 55.86914320498], [37.6206096542, 55.86918090846], [37.620070530188, 55.869208054943], [37.619858635675, 55.869214087492], [37.619676245462, 55.86919749798], [37.61938388468, 55.869132647999], [37.618694556963, 55.868944129996], [37.61832172991, 55.86888229589], [37.618107153189, 55.868861181783], [37.618010593664, 55.86889134479], [37.617871118795, 55.868907934434], [37.617581440222, 55.86892452407], [37.617297126066, 55.868935081108], [37.617002083075, 55.868919999625], [37.616672171366, 55.868871738838], [37.616025758993, 55.868748070297], [37.615166011816, 55.868614835929], [37.615037265783, 55.868571099249], [37.614940706259, 55.868540935992], [37.614758316046, 55.868405201046], [37.613556686407, 55.868209138615], [37.613207999235, 55.868147303335]], [[37.61357546187, 55.868210646792], [37.613551321989, 55.868159368763], [37.613532546526, 55.868076418867], [37.613486948973, 55.868002517901], [37.613419893747, 55.867942190477], [37.613374296194, 55.867924092232]], [[37.614758316046, 55.868405201039], [37.614852193361, 55.868405201046], [37.615131143099, 55.868379562169], [37.615393999582, 55.868338841565], [37.615503970152, 55.868328284365], [37.615635398394, 55.868338841565], [37.61619061566, 55.86842028273], [37.616729739672, 55.868515297206], [37.61722326613, 55.868631425692], [37.617445889479, 55.868687227568], [37.617781165605, 55.868755094606], [37.617995742327, 55.868803355538], [37.618105712896, 55.86886066531]], [[37.612744382197, 55.867951719437], [37.612387648398, 55.867900441059], [37.611057272727, 55.867716441642], [37.610789051826, 55.867665162958], [37.61050473767, 55.867595785808], [37.610190919215, 55.86752037572], [37.609726897056, 55.8673861454], [37.609203866298, 55.867199127099], [37.60903488713, 55.867128240894], [37.608790806109, 55.867006075001], [37.608721068675, 55.866966861176]]]"
108,19614464,Moscow Department of culture ,"Сухонская улица, дом 7","[[[37.65502069836719, 55.876966906376374], [37.655086777682016, 55.877171010283824], [37.655203088578865, 55.87749799411255], [37.655276306068586, 55.87766733837797], [37.65534792786609, 55.87796444362484], [37.65539486652396, 55.878110329409196], [37.655516907034325, 55.878250183517245], [37.655700638351824, 55.878421840861584], [37.655819996652944, 55.87857238864494], [37.65594874268637, 55.878829502121015], [37.65601758025653, 55.87896344476231], [37.65607818963702, 55.87903502215465], [37.656173362096844, 55.8791024735964], [37.65624803138759, 55.87915278452202], [37.65628831765103, 55.87922618788518], [37.656325759762325, 55.87926741275008], [37.656324575715196, 55.87943578382516], [37.65633246045862, 55.87952605103975], [37.65638326054628, 55.879625364444365], [37.65655760413203, 55.87998801129394], [37.65673865324013, 55.88017533876256], [37.65690159743759, 55.880323279535865], [37.656943842229374, 55.880388296262005], [37.657045766173, 55.88075837232835], [37.657364949045, 55.880687689634], [37.65773777609792, 55.88062296100254], [37.657987221537, 55.880555293452], [37.657881274280925, 55.88048236158795], [37.657775327024915, 55.88039736799279], [37.6575634325129, 55.880200241487934], [37.657481625137784, 55.88012054339899], [37.65737836009063, 55.879995613683974], [37.65719596987743, 55.87977439982821], [37.65712489133852, 55.87964888741041], [37.65706722384475, 55.879440449070906], [37.656994804201595, 55.87924487650431], [37.65694920664862, 55.879040256425625], [37.65689195520565, 55.878694268582024], [37.65690629130344, 55.878489512136774], [37.65693043118551, 55.877976480462785], [37.656951888857456, 55.877651484513436], [37.65696679519064, 55.87723154895692], [37.656978710947485, 55.87682690725133], [37.65655492192295, 55.87674423122789], [37.65653346425091, 55.876622274429614], [37.65572075491936, 55.87663274000979], [37.655264779386805, 55.87666059050379], [37.654999240694295, 55.87668808635695], [37.65492145663286, 55.876712566514065], [37.655015333949166, 55.876953335866986]], [[37.65893135911, 55.876258190397], [37.658566578684, 55.87645078783], [37.658223255931, 55.87658319801], [37.65792016631211, 55.87660204611816], [37.65758489018503, 55.87661787853321], [37.657579525767, 55.877257279201], [37.657598301230095, 55.87775984232604], [37.6576425576786, 55.87807128000729], [37.65763316994681, 55.87838271519261], [37.65764389878256, 55.87866561515305], [37.657670720873654, 55.87906285996597], [37.657692178545126, 55.87924139519378], [37.65775655156086, 55.879389774815074], [37.657984539327515, 55.87939952725663], [37.658223255930245, 55.87945149639359], [37.65850488787722, 55.87957885217566], [37.658657773791454, 55.879712238462545], [37.659057422934346, 55.879807365572304], [37.659498646317154, 55.87982779003046], [37.65995059853604, 55.879805998238936], [37.66064797287986, 55.87968863167324], [37.66134802943271, 55.87961046579594], [37.66162161475272, 55.87944499142895], [37.66151969080978, 55.879408144348155], [37.661479457674254, 55.8793260649806], [37.6613185251327, 55.879180247560754], [37.66123870644553, 55.87904331170774], [37.66120716752069, 55.878932007273775], [37.661135291283706, 55.87876563793014], [37.66098294877632, 55.87854197253674], [37.66078208333008, 55.87827006550523], [37.660653337298086, 55.87800516047501], [37.66061846858023, 55.87787126648303], [37.6602295482736, 55.876866149372646], [37.65979503041277, 55.87605055159682], [37.658909901438, 55.876264209082]]]"
109,918406761,Prefecture of North-Eastern    Administrative Okrug of Moscow,Парк света по улице Костромская,"[[[37.591720571034, 55.88950810576], [37.592348207944, 55.889251856144], [37.593168963902, 55.889037811046], [37.593303074353, 55.889046855229], [37.594515432828, 55.888193677973], [37.595861901753, 55.887364600757], [37.597240557187, 55.886577714657], [37.598125686162, 55.886170698319], [37.599504341595, 55.88545313315], [37.600126614087, 55.885091330534]]]"
110,861364696,Prefecture of Central Administrative Okrug of Moscow,Соймоновский пр-д,"[[[37.606780841351, 55.742762451482], [37.606721832752, 55.742747320831], [37.606598451138, 55.742748833897], [37.606458976269, 55.742797251957], [37.604489563296, 55.743530803045], [37.604384957145, 55.743579220131], [37.604272304366, 55.74363368928], [37.604148922751, 55.743715392861], [37.603002397754, 55.744549568274]], [[37.602409997962, 55.744197164444], [37.603965679191, 55.743594982223], [37.606516459964, 55.742638733992], [37.606631794952, 55.742606959517], [37.606739083312, 55.742591828805]]]"
111,861394536,Prefecture of Central Administrative Okrug of Moscow,Сретенский б-р,"[[[37.631511220334, 55.76631925887], [37.633901068567, 55.766208871955], [37.635150977967, 55.766041022757], [37.635867127774, 55.765790003682]], [[37.635813483594, 55.765812686195], [37.636492082475, 55.76615292229], [37.635667303203, 55.766407719378], [37.634847888349, 55.766629247843], [37.631695574707, 55.766936614903]]]"
112,861394447,Prefecture of Central Administrative Okrug of Moscow,Сретенских ворот пл-дь,"[[[37.631125017846, 55.766345180651], [37.631497844899, 55.766311913417]], [[37.631704374993, 55.766931889006], [37.631240352834, 55.766869891893]]]"
113,861366109,Prefecture of Central Administrative Okrug of Moscow,Страстной б-р,"[[[37.60580183506, 55.764709307767], [37.609373494984, 55.76624864259], [37.609842881561, 55.766390784441], [37.613434359432, 55.767918020431]], [[37.613072739619, 55.768369403953], [37.612367318648, 55.768379988424], [37.60903364973, 55.76729288627], [37.608572309779, 55.767149235581996]], [[37.607327697455, 55.765690849559], [37.605619130313, 55.764969536886]]]"
114,861365877,Prefecture of Central Administrative Okrug of Moscow,Тверской б-р,"[[[37.598876371384, 55.757652694337], [37.605555071831, 55.764470377839]], [[37.60476650238, 55.764669990285], [37.602600652543, 55.762806365964], [37.600331503716, 55.760471328952], [37.598575205918, 55.75867210318], [37.597883195993, 55.757840249399]]]"
115,861394277,Prefecture of Central Administrative Okrug of Moscow,Трубная площадь,"[[[37.623678513894, 55.767037803272], [37.620848783383, 55.767458170185], [37.621066042313, 55.767207160273], [37.621052631268, 55.767037803272], [37.623437115083, 55.766569043433]], [[37.621873387227, 55.766877518286], [37.622195252309, 55.767260084185]], [[37.62104726685, 55.767039315391], [37.620677122006, 55.767101312234]]]"
116,861394587,Prefecture of Central Administrative Okrug of Moscow,Тургеневская площадь,"[[[37.635867344265, 55.765773742172], [37.636768566494, 55.765430478378], [37.637111889247, 55.765239942974]], [[37.637990304437, 55.765441422107], [37.63648558518, 55.766132482906]]]"
117,339942314,Moscow Department of housing and communal services and improvement,Ордынка большая улица,"[[[37.624022372487, 55.730091408255], [37.62397409343, 55.730091408255], [37.624033101965, 55.730423679748], [37.624199398989, 55.731275489596], [37.624290593261, 55.731710449449], [37.624290593261, 55.731906783917], [37.624317416056996, 55.732492760235], [37.624354966535, 55.733238810705], [37.624365695114, 55.733888195054], [37.62439251791, 55.734688584614], [37.624365695114, 55.735564463243], [37.624371059853, 55.736842003044], [37.624413975069, 55.737536628938], [37.624499806399, 55.738448683997], [37.624574908252, 55.739460375668], [37.624644645366, 55.739831826058], [37.624719747219, 55.740133816029], [37.624859222345, 55.74061397459], [37.624934324197, 55.741069968827], [37.625014789891, 55.741568234586], [37.625063069845, 55.742181244029], [37.625057705107, 55.742667416631], [37.624950417516, 55.743428370679], [37.624902137561, 55.743887351805], [37.624966509936, 55.743890371074], [37.625046976527, 55.743066013532], [37.62512207838, 55.742335249353], [37.625095256482, 55.741818874795], [37.62500942605, 55.741242097911], [37.624928959458, 55.740710609294], [37.624698289161, 55.739843905904], [37.624671467264, 55.739517754817], [37.62460709399, 55.738660084462], [37.624510534979, 55.737723873855], [37.624424704547, 55.736536967762], [37.624435433126, 55.735718495185], [37.624462255024, 55.73489094454], [37.624424704547, 55.733873093321], [37.624381788432, 55.732568272017], [37.624349602694, 55.731650038606], [37.624285229421, 55.731360065461], [37.62408674576, 55.730459927504], [37.624017008647, 55.730091408255]]]"
