School Year,SRC School ID,School Name,Learning Network,Grade Level,Student Enrollment,ELL Count,ELL Pct,Not ELL Count,Not ELL Pct,IEP Count,IEP Pct,Not IEP Count,Not IEP Pct,Female Count,Female Pct,Male Count,Male Pct,American Indian Count,American Indian Pct,Asian Count,Asian Pct,Black/African American Count,Black/African American Pct,Hispanic Count,Hispanic Pct,Multi-Race Count,Multi-Race Pct,Pacific Islander Count,Pacific Islander Pct,White Count,White Pct,CEP Economically Disadvantaged Rate
2018-2019,570,Kensington High School,Network 5,All Grades,546,116,21.25,430,78.75,173,31.68,373,68.32,191,34.98,355,65.02,0,0.00,9,1.65,165,30.22,319,58.42,12,2.20,0,0.00,41,7.51,100.00
2018-2019,601,Central High School,Network 1,09,631,12,1.90,619,98.10,2,0.32,629,99.68,346,54.83,285,45.17,0,0.00,264,41.84,93,14.74,40,6.34,52,8.24,1,0.16,181,28.68,.
2018-2019,601,Central High School,Network 1,10,647,1,0.15,646,99.85,5,0.77,642,99.23,346,53.48,301,46.52,1,0.15,229,35.39,141,21.79,48,7.42,35,5.41,0,0.00,193,29.83,.
2018-2019,601,Central High School,Network 1,11,571,2,0.35,569,99.65,3,0.53,568,99.47,302,52.89,269,47.11,4,0.70,222,38.88,141,24.69,44,7.71,17,2.98,0,0.00,143,25.04,.
2018-2019,601,Central High School,Network 1,12,548,0,0.00,548,100.00,3,0.55,545,99.45,316,57.66,232,42.34,2,0.36,211,38.50,123,22.45,42,7.66,53,9.67,0,0.00,117,21.35,.
2018-2019,601,Central High School,Network 1,All Grades,2397,15,0.63,2382,99.37,13,0.54,2384,99.46,1310,54.65,1087,45.35,7,0.29,926,38.63,498,20.78,174,7.26,157,6.55,1,0.04,634,26.45,62.34
2018-2019,603,Roxborough High School,Network 4,09,277,3,1.08,274,98.92,75,27.08,202,72.92,112,40.43,165,59.57,1,0.36,1,0.36,238,85.92,9,3.25,9,3.25,0,0.00,19,6.86,.
2018-2019,603,Roxborough High School,Network 4,10,150,3,2.00,147,98.00,40,26.67,110,73.33,56,37.33,94,62.67,0,0.00,0,0.00,130,86.67,5,3.33,3,2.00,0,0.00,12,8.00,.
2018-2019,603,Roxborough High School,Network 4,11,147,3,2.04,144,97.96,45,30.61,102,69.39,68,46.26,79,53.74,1,0.68,2,1.36,120,81.63,9,6.12,6,4.08,0,0.00,9,6.12,.
2018-2019,603,Roxborough High School,Network 4,12,159,1,0.63,158,99.37,66,41.51,93,58.49,60,37.74,99,62.26,0,0.00,2,1.26,130,81.76,7,4.40,4,2.52,0,0.00,16,10.06,.
2018-2019,603,Roxborough High School,Network 4,All Grades,733,10,1.36,723,98.64,226,30.83,507,69.17,296,40.38,437,59.62,2,0.27,5,0.68,618,84.31,30,4.09,22,3.00,0,0.00,56,7.64,100.00
2018-2019,604,Walter B. Saul High School,Network 4,09,111,1,0.90,110,99.10,15,13.51,96,86.49,72,64.86,39,35.14,0,0.00,0,0.00,69,62.16,21,18.92,7,6.31,0,0.00,14,12.61,.
2018-2019,604,Walter B. Saul High School,Network 4,10,138,2,1.45,136,98.55,10,7.25,128,92.75,82,59.42,56,40.58,0,0.00,3,2.17,78,56.52,31,22.46,4,2.90,1,0.72,21,15.22,.
2018-2019,604,Walter B. Saul High School,Network 4,11,125,3,2.40,122,97.60,15,12.00,110,88.00,72,57.60,53,42.40,0,0.00,0,0.00,77,61.60,17,13.60,3,2.40,0,0.00,28,22.40,.
2018-2019,604,Walter B. Saul High School,Network 4,12,119,0,0.00,119,100.00,14,11.76,105,88.24,75,63.03,44,36.97,0,0.00,1,0.84,75,63.03,15,12.61,6,5.04,0,0.00,22,18.49,.
2018-2019,604,Walter B. Saul High School,Network 4,All Grades,493,6,1.22,487,98.78,54,10.95,439,89.05,301,61.05,192,38.95,0,0.00,4,0.81,299,60.65,84,17.04,20,4.06,1,0.20,85,17.24,85.68
2018-2019,605,Philadelphia High School for Girls,Network 1,09,155,10,6.45,145,93.55,8,5.16,147,94.84,155,100.00,0,0.00,0,0.00,26,16.77,97,62.58,16,10.32,11,7.10,0,0.00,5,3.23,.
2018-2019,605,Philadelphia High School for Girls,Network 1,10,205,7,3.41,198,96.59,6,2.93,199,97.07,205,100.00,0,0.00,0,0.00,29,14.15,134,65.37,20,9.76,13,6.34,0,0.00,9,4.39,.
2018-2019,605,Philadelphia High School for Girls,Network 1,11,227,3,1.32,224,98.68,3,1.32,224,98.68,227,100.00,0,0.00,0,0.00,29,12.78,160,70.48,23,10.13,7,3.08,0,0.00,8,3.52,.
2018-2019,605,Philadelphia High School for Girls,Network 1,12,255,2,0.78,253,99.22,4,1.57,251,98.43,254,99.61,1,0.39,0,0.00,48,18.82,166,65.10,19,7.45,15,5.88,0,0.00,7,2.75,.
2018-2019,605,Philadelphia High School for Girls,Network 1,All Grades,842,22,2.61,820,97.39,21,2.49,821,97.51,841,99.88,1,0.12,0,0.00,132,15.68,557,66.15,78,9.26,46,5.46,0,0.00,29,3.44,94.06
2018-2019,606,Martin Luther King High School,Network 11,09,112,0,0.00,112,100.00,50,44.64,62,55.36,36,32.14,76,67.86,0,0.00,0,0.00,99,88.39,1,0.89,12,10.71,0,0.00,0,0.00,.
2018-2019,606,Martin Luther King High School,Network 11,10,154,0,0.00,154,100.00,58,37.66,96,62.34,67,43.51,87,56.49,0,0.00,0,0.00,147,95.45,3,1.95,2,1.30,0,0.00,2,1.30,.
2018-2019,606,Martin Luther King High School,Network 11,11,128,1,0.78,127,99.22,39,30.47,89,69.53,45,35.16,83,64.84,0,0.00,1,0.78,121,94.53,2,1.56,3,2.34,0,0.00,1,0.78,.
2018-2019,606,Martin Luther King High School,Network 11,12,147,4,2.72,143,97.28,56,38.10,91,61.90,55,37.41,92,62.59,0,0.00,0,0.00,138,93.88,7,4.76,1,0.68,0,0.00,1,0.68,.
2018-2019,606,Martin Luther King High School,Network 11,All Grades,541,5,0.92,536,99.08,203,37.52,338,62.48,203,37.52,338,62.48,0,0.00,1,0.18,505,93.35,13,2.40,18,3.33,0,0.00,4,0.74,100.00
2018-2019,609,A. Philip Randolph Career and Technical High School,Network 4,09,88,1,1.14,87,98.86,26,29.55,62,70.45,23,26.14,65,73.86,0,0.00,1,1.14,74,84.09,8,9.09,4,4.55,0,0.00,1,1.14,.
2018-2019,609,A. Philip Randolph Career and Technical High School,Network 4,10,131,1,0.76,130,99.24,20,15.27,111,84.73,58,44.27,73,55.73,0,0.00,1,0.76,117,89.31,3,2.29,8,6.11,0,0.00,2,1.53,.
2018-2019,609,A. Philip Randolph Career and Technical High School,Network 4,11,95,1,1.05,94,98.95,16,16.84,79,83.16,34,35.79,61,64.21,1,1.05,0,0.00,90,94.74,1,1.05,0,0.00,1,1.05,2,2.11,.
2018-2019,609,A. Philip Randolph Career and Technical High School,Network 4,12,105,2,1.90,103,98.10,21,20.00,84,80.00,37,35.24,68,64.76,1,0.95,1,0.95,94,89.52,2,1.90,5,4.76,0,0.00,2,1.90,.
2018-2019,609,A. Philip Randolph Career and Technical High School,Network 4,All Grades,419,5,1.19,414,98.81,83,19.81,336,80.19,152,36.28,267,63.72,2,0.48,3,0.72,375,89.50,14,3.34,17,4.06,1,0.24,7,1.67,100.00
2018-2019,620,Anna B. Day School,Network 6,00,44,0,0.00,44,100.00,2,4.55,42,95.45,26,59.09,18,40.91,0,0.00,0,0.00,43,97.73,1,2.27,0,0.00,0,0.00,0,0.00,.
2018-2019,620,Anna B. Day School,Network 6,01,49,0,0.00,49,100.00,6,12.24,43,87.76,20,40.82,29,59.18,0,0.00,0,0.00,46,93.88,2,4.08,0,0.00,0,0.00,1,2.04,.
2018-2019,620,Anna B. Day School,Network 6,02,51,1,1.96,50,98.04,7,13.73,44,86.27,29,56.86,22,43.14,0,0.00,1,1.96,46,90.20,0,0.00,2,3.92,0,0.00,2,3.92,.
2018-2019,620,Anna B. Day School,Network 6,03,55,0,0.00,55,100.00,6,10.91,49,89.09,31,56.36,24,43.64,0,0.00,1,1.82,50,90.91,0,0.00,3,5.45,0,0.00,1,1.82,.
2018-2019,620,Anna B. Day School,Network 6,04,51,0,0.00,51,100.00,11,21.57,40,78.43,26,50.98,25,49.02,0,0.00,0,0.00,48,94.12,1,1.96,1,1.96,0,0.00,1,1.96,.
2018-2019,620,Anna B. Day School,Network 6,05,55,0,0.00,55,100.00,13,23.64,42,76.36,27,49.09,28,50.91,0,0.00,0,0.00,51,92.73,1,1.82,2,3.64,0,0.00,1,1.82,.
2018-2019,620,Anna B. Day School,Network 6,06,44,0,0.00,44,100.00,6,13.64,38,86.36,25,56.82,19,43.18,0,0.00,0,0.00,38,86.36,1,2.27,5,11.36,0,0.00,0,0.00,.
2018-2019,620,Anna B. Day School,Network 6,07,54,1,1.85,53,98.15,7,12.96,47,87.04,31,57.41,23,42.59,0,0.00,0,0.00,54,100.00,0,0.00,0,0.00,0,0.00,0,0.00,.
2018-2019,620,Anna B. Day School,Network 6,08,50,0,0.00,50,100.00,7,14.00,43,86.00,23,46.00,27,54.00,0,0.00,0,0.00,44,88.00,2,4.00,3,6.00,0,0.00,1,2.00,.
2018-2019,620,Anna B. Day School,Network 6,All Grades,453,2,0.44,451,99.56,65,14.35,388,85.65,238,52.54,215,47.46,0,0.00,2,0.44,420,92.72,8,1.77,16,3.53,0,0.00,7,1.55,100.00
2018-2019,621,Franklin S. Edmonds School,Network 6,00,62,0,0.00,62,100.00,3,4.84,59,95.16,35,56.45,27,43.55,0,0.00,0,0.00,60,96.77,0,0.00,1,1.61,0,0.00,1,1.61,.
2018-2019,621,Franklin S. Edmonds School,Network 6,01,63,0,0.00,63,100.00,9,14.29,54,85.71,23,36.51,40,63.49,0,0.00,0,0.00,59,93.65,1,1.59,3,4.76,0,0.00,0,0.00,.
2018-2019,621,Franklin S. Edmonds School,Network 6,02,68,0,0.00,68,100.00,12,17.65,56,82.35,36,52.94,32,47.06,1,1.47,0,0.00,59,86.76,2,2.94,4,5.88,0,0.00,2,2.94,.
2018-2019,621,Franklin S. Edmonds School,Network 6,03,87,0,0.00,87,100.00,17,19.54,70,80.46,37,42.53,50,57.47,0,0.00,0,0.00,80,91.95,1,1.15,6,6.90,0,0.00,0,0.00,.
2018-2019,621,Franklin S. Edmonds School,Network 6,04,69,0,0.00,69,100.00,17,24.64,52,75.36,20,28.99,49,71.01,0,0.00,0,0.00,66,95.65,0,0.00,2,2.90,1,1.45,0,0.00,.
2018-2019,621,Franklin S. Edmonds School,Network 6,05,78,0,0.00,78,100.00,19,24.36,59,75.64,37,47.44,41,52.56,0,0.00,0,0.00,70,89.74,2,2.56,5,6.41,0,0.00,1,1.28,.
2018-2019,621,Franklin S. Edmonds School,Network 6,06,65,0,0.00,65,100.00,20,30.77,45,69.23,23,35.38,42,64.62,0,0.00,0,0.00,60,92.31,2,3.08,3,4.62,0,0.00,0,0.00,.
2018-2019,621,Franklin S. Edmonds School,Network 6,07,58,2,3.45,56,96.55,17,29.31,41,70.69,22,37.93,36,62.07,0,0.00,0,0.00,51,87.93,2,3.45,5,8.62,0,0.00,0,0.00,.
2018-2019,621,Franklin S. Edmonds School,Network 6,08,67,2,2.99,65,97.01,15,22.39,52,77.61,25,37.31,42,62.69,0,0.00,0,0.00,62,92.54,3,4.48,1,1.49,0,0.00,1,1.49,.
2018-2019,621,Franklin S. Edmonds School,Network 6,All Grades,617,4,0.65,613,99.35,129,20.91,488,79.09,258,41.82,359,58.18,1,0.16,0,0.00,567,91.90,13,2.11,30,4.86,1,0.16,5,0.81,100.00
2018-2019,622,Eleanor C. Emlen School,Network 6,00,60,2,3.33,58,96.67,5,8.33,55,91.67,28,46.67,32,53.33,3,5.00,0,0.00,52,86.67,4,6.67,1,1.67,0,0.00,0,0.00,.
2018-2019,622,Eleanor C. Emlen School,Network 6,01,49,0,0.00,49,100.00,7,14.29,42,85.71,25,51.02,24,48.98,0,0.00,0,0.00,48,97.96,0,0.00,1,2.04,0,0.00,0,0.00,.
2018-2019,622,Eleanor C. Emlen School,Network 6,02,58,0,0.00,58,100.00,15,25.86,43,74.14,29,50.00,29,50.00,0,0.00,0,0.00,53,91.38,2,3.45,2,3.45,0,0.00,1,1.72,.
2018-2019,622,Eleanor C. Emlen School,Network 6,03,56,0,0.00,56,100.00,9,16.07,47,83.93,31,55.36,25,44.64,0,0.00,0,0.00,50,89.29,0,0.00,5,8.93,0,0.00,1,1.79,.
2018-2019,622,Eleanor C. Emlen School,Network 6,04,63,0,0.00,63,100.00,20,31.75,43,68.25,34,53.97,29,46.03,0,0.00,0,0.00,60,95.24,1,1.59,2,3.17,0,0.00,0,0.00,.
2018-2019,622,Eleanor C. Emlen School,Network 6,05,82,1,1.22,81,98.78,24,29.27,58,70.73,39,47.56,43,52.44,0,0.00,0,0.00,77,93.90,1,1.22,3,3.66,0,0.00,1,1.22,.
2018-2019,622,Eleanor C. Emlen School,Network 6,All Grades,368,3,0.82,365,99.18,80,21.74,288,78.26,186,50.54,182,49.46,3,0.82,0,0.00,340,92.39,8,2.17,14,3.80,0,0.00,3,0.82,100.00
2018-2019,623,Fitler Academics Plus School,Network 6,00,37,0,0.00,37,100.00,4,10.81,33,89.19,20,54.05,17,45.95,0,0.00,0,0.00,35,94.59,0,0.00,2,5.41,0,0.00,0,0.00,.
2018-2019,623,Fitler Academics Plus School,Network 6,01,17,0,0.00,17,100.00,0,0.00,17,100.00,8,47.06,9,52.94,3,17.65,0,0.00,12,70.59,0,0.00,1,5.88,0,0.00,1,5.88,.
2018-2019,623,Fitler Academics Plus School,Network 6,02,20,0,0.00,20,100.00,3,15.00,17,85.00,10,50.00,10,50.00,0,0.00,0,0.00,18,90.00,0,0.00,1,5.00,0,0.00,1,5.00,.
2018-2019,623,Fitler Academics Plus School,Network 6,03,16,0,0.00,16,100.00,1,6.25,15,93.75,8,50.00,8,50.00,0,0.00,0,0.00,16,100.00,0,0.00,0,0.00,0,0.00,0,0.00,.
2018-2019,623,Fitler Academics Plus School,Network 6,04,23,0,0.00,23,100.00,2,8.70,21,91.30,14,60.87,9,39.13,0,0.00,0,0.00,23,100.00,0,0.00,0,0.00,0,0.00,0,0.00,.
2018-2019,623,Fitler Academics Plus School,Network 6,05,31,0,0.00,31,100.00,2,6.45,29,93.55,14,45.16,17,54.84,2,6.45,0,0.00,29,93.55,0,0.00,0,0.00,0,0.00,0,0.00,.
2018-2019,623,Fitler Academics Plus School,Network 6,06,45,0,0.00,45,100.00,8,17.78,37,82.22,21,46.67,24,53.33,1,2.22,0,0.00,42,93.33,1,2.22,1,2.22,0,0.00,0,0.00,.
2018-2019,623,Fitler Academics Plus School,Network 6,07,35,0,0.00,35,100.00,7,20.00,28,80.00,13,37.14,22,62.86,0,0.00,0,0.00,35,100.00,0,0.00,0,0.00,0,0.00,0,0.00,.
2018-2019,623,Fitler Academics Plus School,Network 6,08,33,0,0.00,33,100.00,7,21.21,26,78.79,12,36.36,21,63.64,0,0.00,0,0.00,30,90.91,2,6.06,0,0.00,0,0.00,1,3.03,.
2018-2019,623,Fitler Academics Plus School,Network 6,All Grades,257,0,0.00,257,100.00,34,13.23,223,86.77,120,46.69,137,53.31,6,2.33,0,0.00,240,93.39,3,1.17,5,1.95,0,0.00,3,1.17,100.00
2018-2019,625,Charles W. Henry School,Network 6,00,61,0,0.00,61,100.00,3,4.92,58,95.08,31,50.82,30,49.18,0,0.00,0,0.00,12,19.67,6,9.84,3,4.92,1,1.64,39,63.93,.
2018-2019,625,Charles W. Henry School,Network 6,01,53,0,0.00,53,100.00,7,13.21,46,86.79,23,43.40,30,56.60,0,0.00,1,1.89,29,54.72,2,3.77,5,9.43,0,0.00,16,30.19,.
2018-2019,625,Charles W. Henry School,Network 6,02,61,0,0.00,61,100.00,9,14.75,52,85.25,31,50.82,30,49.18,0,0.00,0,0.00,36,59.02,0,0.00,5,8.20,0,0.00,20,32.79,.
2018-2019,625,Charles W. Henry School,Network 6,03,54,0,0.00,54,100.00,6,11.11,48,88.89,29,53.70,25,46.30,0,0.00,1,1.85,32,59.26,2,3.70,5,9.26,0,0.00,14,25.93,.
2018-2019,625,Charles W. Henry School,Network 6,04,74,0,0.00,74,100.00,11,14.86,63,85.14,36,48.65,38,51.35,0,0.00,0,0.00,50,67.57,1,1.35,9,12.16,0,0.00,14,18.92,.
2018-2019,625,Charles W. Henry School,Network 6,05,60,0,0.00,60,100.00,5,8.33,55,91.67,25,41.67,35,58.33,0,0.00,0,0.00,47,78.33,2,3.33,4,6.67,0,0.00,7,11.67,.
2018-2019,625,Charles W. Henry School,Network 6,06,59,0,0.00,59,100.00,14,23.73,45,76.27,28,47.46,31,52.54,0,0.00,0,0.00,48,81.36,4,6.78,2,3.39,0,0.00,5,8.47,.
2018-2019,625,Charles W. Henry School,Network 6,07,46,0,0.00,46,100.00,10,21.74,36,78.26,27,58.70,19,41.30,0,0.00,0,0.00,38,82.61,2,4.35,4,8.70,0,0.00,2,4.35,.
2018-2019,625,Charles W. Henry School,Network 6,08,43,0,0.00,43,100.00,8,18.60,35,81.40,19,44.19,24,55.81,0,0.00,0,0.00,40,93.02,1,2.33,2,4.65,0,0.00,0,0.00,.
2018-2019,625,Charles W. Henry School,Network 6,All Grades,511,0,0.00,511,100.00,73,14.29,438,85.71,249,48.73,262,51.27,0,0.00,2,0.39,332,64.97,20,3.91,39,7.63,1,0.20,117,22.90,65.13
2018-2019,626,Henry H. Houston School,Network 6,00,36,0,0.00,36,100.00,1,2.78,35,97.22,12,33.33,24,66.67,1,2.78,1,2.78,25,69.44,2,5.56,5,13.89,0,0.00,2,5.56,.
2018-2019,626,Henry H. Houston School,Network 6,01,31,0,0.00,31,100.00,1,3.23,30,96.77,16,51.61,15,48.39,0,0.00,0,0.00,28,90.32,0,0.00,3,9.68,0,0.00,0,0.00,.
2018-2019,626,Henry H. Houston School,Network 6,02,42,1,2.38,41,97.62,5,11.90,37,88.10,27,64.29,15,35.71,1,2.38,1,2.38,32,76.19,2,4.76,4,9.52,0,0.00,2,4.76,.
2018-2019,626,Henry H. Houston School,Network 6,03,26,0,0.00,26,100.00,4,15.38,22,84.62,8,30.77,18,69.23,0,0.00,0,0.00,20,76.92,0,0.00,2,7.69,0,0.00,4,15.38,.
2018-2019,626,Henry H. Houston School,Network 6,04,21,0,0.00,21,100.00,2,9.52,19,90.48,13,61.90,8,38.10,0,0.00,0,0.00,19,90.48,1,4.76,1,4.76,0,0.00,0,0.00,.
2018-2019,626,Henry H. Houston School,Network 6,05,29,0,0.00,29,100.00,10,34.48,19,65.52,14,48.28,15,51.72,0,0.00,0,0.00,23,79.31,0,0.00,5,17.24,0,0.00,1,3.45,.
2018-2019,626,Henry H. Houston School,Network 6,06,53,0,0.00,53,100.00,23,43.40,30,56.60,25,47.17,28,52.83,0,0.00,3,5.66,45,84.91,0,0.00,3,5.66,0,0.00,2,3.77,.
2018-2019,626,Henry H. Houston School,Network 6,07,46,1,2.17,45,97.83,13,28.26,33,71.74,20,43.48,26,56.52,0,0.00,0,0.00,35,76.09,2,4.35,7,15.22,0,0.00,2,4.35,.
2018-2019,626,Henry H. Houston School,Network 6,08,61,0,0.00,61,100.00,22,36.07,39,63.93,30,49.18,31,50.82,0,0.00,0,0.00,51,83.61,2,3.28,8,13.11,0,0.00,0,0.00,.
2018-2019,626,Henry H. Houston School,Network 6,All Grades,345,2,0.58,343,99.42,81,23.48,264,76.52,165,47.83,180,52.17,2,0.58,5,1.45,278,80.58,9,2.61,38,11.01,0,0.00,13,3.77,97.86
2018-2019,627,Jenks Academy for Arts and Sciences,Network 6,00,56,0,0.00,56,100.00,1,1.79,55,98.21,25,44.64,31,55.36,0,0.00,1,1.79,43,76.79,0,0.00,5,8.93,0,0.00,7,12.50,.
2018-2019,627,Jenks Academy for Arts and Sciences,Network 6,01,54,0,0.00,54,100.00,3,5.56,51,94.44,24,44.44,30,55.56,0,0.00,1,1.85,44,81.48,3,5.56,1,1.85,0,0.00,5,9.26,.
2018-2019,627,Jenks Academy for Arts and Sciences,Network 6,02,63,0,0.00,63,100.00,11,17.46,52,82.54,38,60.32,25,39.68,0,0.00,1,1.59,53,84.13,1,1.59,4,6.35,0,0.00,4,6.35,.
2018-2019,627,Jenks Academy for Arts and Sciences,Network 6,03,60,0,0.00,60,100.00,11,18.33,49,81.67,29,48.33,31,51.67,0,0.00,0,0.00,53,88.33,2,3.33,2,3.33,0,0.00,3,5.00,.
2018-2019,627,Jenks Academy for Arts and Sciences,Network 6,04,65,0,0.00,65,100.00,7,10.77,58,89.23,37,56.92,28,43.08,0,0.00,0,0.00,51,78.46,2,3.08,6,9.23,0,0.00,6,9.23,.
2018-2019,627,Jenks Academy for Arts and Sciences,Network 6,05,51,1,1.96,50,98.04,8,15.69,43,84.31,23,45.10,28,54.90,0,0.00,0,0.00,39,76.47,6,11.76,1,1.96,0,0.00,5,9.80,.
2018-2019,627,Jenks Academy for Arts and Sciences,Network 6,06,60,1,1.67,59,98.33,6,10.00,54,90.00,30,50.00,30,50.00,0,0.00,0,0.00,48,80.00,1,1.67,8,13.33,0,0.00,3,5.00,.
2018-2019,627,Jenks Academy for Arts and Sciences,Network 6,07,57,1,1.75,56,98.25,3,5.26,54,94.74,33,57.89,24,42.11,0,0.00,0,0.00,50,87.72,0,0.00,6,10.53,0,0.00,1,1.75,.
2018-2019,627,Jenks Academy for Arts and Sciences,Network 6,08,48,0,0.00,48,100.00,7,14.58,41,85.42,27,56.25,21,43.75,0,0.00,0,0.00,42,87.50,2,4.17,3,6.25,0,0.00,1,2.08,.
2018-2019,627,Jenks Academy for Arts and Sciences,Network 6,All Grades,514,3,0.58,511,99.42,57,11.09,457,88.91,266,51.75,248,48.25,0,0.00,3,0.58,423,82.30,17,3.31,36,7.00,0,0.00,35,6.81,66.93
2018-2019,630,James Logan School,Network 6,00,45,0,0.00,45,100.00,1,2.22,44,97.78,31,68.89,14,31.11,0,0.00,0,0.00,43,95.56,2,4.44,0,0.00,0,0.00,0,0.00,.
2018-2019,630,James Logan School,Network 6,01,53,0,0.00,53,100.00,8,15.09,45,84.91,28,52.83,25,47.17,0,0.00,0,0.00,50,94.34,1,1.89,1,1.89,0,0.00,1,1.89,.
2018-2019,630,James Logan School,Network 6,02,60,0,0.00,60,100.00,10,16.67,50,83.33,21,35.00,39,65.00,0,0.00,1,1.67,54,90.00,1,1.67,3,5.00,0,0.00,1,1.67,.
2018-2019,630,James Logan School,Network 6,03,47,0,0.00,47,100.00,15,31.91,32,68.09,18,38.30,29,61.70,0,0.00,0,0.00,42,89.36,0,0.00,4,8.51,0,0.00,1,2.13,.
2018-2019,630,James Logan School,Network 6,04,58,1,1.72,57,98.28,14,24.14,44,75.86,31,53.45,27,46.55,0,0.00,2,3.45,52,89.66,3,5.17,1,1.72,0,0.00,0,0.00,.
2018-2019,630,James Logan School,Network 6,05,50,0,0.00,50,100.00,11,22.00,39,78.00,27,54.00,23,46.00,0,0.00,1,2.00,44,88.00,1,2.00,4,8.00,0,0.00,0,0.00,.
2018-2019,630,James Logan School,Network 6,All Grades,313,1,0.32,312,99.68,59,18.85,254,81.15,156,49.84,157,50.16,0,0.00,4,1.28,285,91.05,8,2.56,13,4.15,0,0.00,3,0.96,100.00
2018-2019,631,John F. McCloskey School,Network 6,00,31,0,0.00,31,100.00,1,3.23,30,96.77,13,41.94,18,58.06,0,0.00,0,0.00,30,96.77,1,3.23,0,0.00,0,0.00,0,0.00,.
2018-2019,631,John F. McCloskey School,Network 6,01,28,0,0.00,28,100.00,2,7.14,26,92.86,12,42.86,16,57.14,0,0.00,0,0.00,24,85.71,1,3.57,2,7.14,0,0.00,1,3.57,.
2018-2019,631,John F. McCloskey School,Network 6,02,49,0,0.00,49,100.00,2,4.08,47,95.92,22,44.90,27,55.10,0,0.00,0,0.00,47,95.92,1,2.04,1,2.04,0,0.00,0,0.00,.
2018-2019,631,John F. McCloskey School,Network 6,03,35,0,0.00,35,100.00,5,14.29,30,85.71,15,42.86,20,57.14,0,0.00,0,0.00,34,97.14,0,0.00,1,2.86,0,0.00,0,0.00,.
2018-2019,631,John F. McCloskey School,Network 6,04,41,0,0.00,41,100.00,5,12.20,36,87.80,17,41.46,24,58.54,0,0.00,0,0.00,40,97.56,0,0.00,0,0.00,0,0.00,1,2.44,.
2018-2019,631,John F. McCloskey School,Network 6,05,45,0,0.00,45,100.00,5,11.11,40,88.89,18,40.00,27,60.00,0,0.00,0,0.00,39,86.67,1,2.22,3,6.67,0,0.00,2,4.44,.
2018-2019,631,John F. McCloskey School,Network 6,06,49,0,0.00,49,100.00,7,14.29,42,85.71,25,51.02,24,48.98,0,0.00,0,0.00,45,91.84,3,6.12,1,2.04,0,0.00,0,0.00,.
2018-2019,631,John F. McCloskey School,Network 6,07,37,0,0.00,37,100.00,1,2.70,36,97.30,19,51.35,18,48.65,0,0.00,0,0.00,35,94.59,2,5.41,0,0.00,0,0.00,0,0.00,.
2018-2019,631,John F. McCloskey School,Network 6,08,43,0,0.00,43,100.00,7,16.28,36,83.72,16,37.21,27,62.79,0,0.00,0,0.00,39,90.70,1,2.33,1,2.33,0,0.00,2,4.65,.
2018-2019,631,John F. McCloskey School,Network 6,All Grades,358,0,0.00,358,100.00,35,9.78,323,90.22,157,43.85,201,56.15,0,0.00,0,0.00,333,93.02,10,2.79,9,2.51,0,0.00,6,1.68,100.00
2018-2019,632,Thomas Mifflin School,Network 6,00,38,1,2.63,37,97.37,3,7.89,35,92.11,18,47.37,20,52.63,0,0.00,0,0.00,28,73.68,1,2.63,5,13.16,0,0.00,4,10.53,.
2018-2019,632,Thomas Mifflin School,Network 6,01,37,1,2.70,36,97.30,7,18.92,30,81.08,20,54.05,17,45.95,0,0.00,0,0.00,28,75.68,3,8.11,0,0.00,0,0.00,6,16.22,.
2018-2019,632,Thomas Mifflin School,Network 6,02,38,1,2.63,37,97.37,9,23.68,29,76.32,19,50.00,19,50.00,0,0.00,0,0.00,31,81.58,3,7.89,2,5.26,0,0.00,2,5.26,.
2018-2019,632,Thomas Mifflin School,Network 6,03,35,1,2.86,34,97.14,10,28.57,25,71.43,16,45.71,19,54.29,0,0.00,0,0.00,29,82.86,1,2.86,4,11.43,0,0.00,1,2.86,.
2018-2019,632,Thomas Mifflin School,Network 6,04,39,0,0.00,39,100.00,8,20.51,31,79.49,21,53.85,18,46.15,0,0.00,0,0.00,30,76.92,1,2.56,3,7.69,0,0.00,5,12.82,.
2018-2019,632,Thomas Mifflin School,Network 6,05,35,1,2.86,34,97.14,6,17.14,29,82.86,18,51.43,17,48.57,1,2.86,0,0.00,25,71.43,1,2.86,6,17.14,0,0.00,2,5.71,.
2018-2019,632,Thomas Mifflin School,Network 6,06,23,0,0.00,23,100.00,3,13.04,20,86.96,14,60.87,9,39.13,0,0.00,0,0.00,20,86.96,0,0.00,2,8.70,0,0.00,1,4.35,.
2018-2019,632,Thomas Mifflin School,Network 6,07,26,0,0.00,26,100.00,4,15.38,22,84.62,17,65.38,9,34.62,0,0.00,0,0.00,25,96.15,0,0.00,1,3.85,0,0.00,0,0.00,.
2018-2019,632,Thomas Mifflin School,Network 6,08,31,0,0.00,31,100.00,3,9.68,28,90.32,14,45.16,17,54.84,0,0.00,0,0.00,25,80.65,0,0.00,2,6.45,0,0.00,4,12.90,.
2018-2019,632,Thomas Mifflin School,Network 6,All Grades,302,5,1.66,297,98.34,53,17.55,249,82.45,157,51.99,145,48.01,1,0.33,0,0.00,241,79.80,10,3.31,25,8.28,0,0.00,25,8.28,100.00
2018-2019,634,Joseph Pennell School,Network 7,00,66,0,0.00,66,100.00,4,6.06,62,93.94,32,48.48,34,51.52,0,0.00,1,1.52,61,92.42,2,3.03,1,1.52,0,0.00,1,1.52,.
